"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"218","Avery Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"218","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"218","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"218","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"218","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"218","Maurice Alexander (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.4%"
"218","Jason Brownlee (KC)","1","0.2","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"218","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"218","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"218","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","1.0%"
"218","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Steven Sims Jr. (ARI)","1","0.2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"218","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Kristian Wilkerson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"218","Malik Turner (SF)","1","0.2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"218","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","1.0%"
"218","Parris Campbell (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"218","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.1%"
"258","Xavier Gipson (PHI)","2","0.4","2","6","3.0","0","0","0","0","0","2","6","-1.4","-0.2","1.1%"
"259","Mecole Hardman Jr. (BUF)","1","0.2","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.6%"
"259","Jamal Agnew (ATL)","0","0","0","0","0","0","0","0","0","0","1","11","-2.0","-0.2","0.0%"
"259","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.7%"
"262","Myles Price (MIN)","0","0","0","0","0","0","0","0","0","0","3","16","-6.0","-0.4","0.6%"
""
""
