"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"78","Chris Godwin Jr. (TB)","51","9.4","33","360","10.9","5","2","0","0","0","0","9","83.0","9.2","88.3%"
"79","Darnell Mooney (ATL)","72","14.2","32","443","13.8","5","1","0","0","0","0","15","82.3","5.5","21.0%"
"80","Sterling Shepard (TB)","53","9.7","39","371","9.5","5","1","4","19","0","1","13","82.0","6.3","1.0%"
"81","Tyquan Thornton (KC)","37","6.7","19","438","23.1","11","3","0","0","0","0","14","80.8","5.8","6.3%"
"82","Isaac TeSlaa (DET)","27","5.1","16","239","14.9","3","6","0","0","0","0","17","75.9","4.5","26.3%"
"83","Dontayvion Wicks (GB)","46","9.8","30","332","11.1","3","2","1","6","0","0","14","75.8","5.4","14.3%"
"84","Greg Dortch (ARI)","33","5.4","29","206","7.1","1","3","7","15","1","0","12","75.1","6.3","1.5%"
"85","Pat Bryant (DEN)","49","8.4","31","378","12.2","4","1","0","0","0","0","15","74.8","5.0","19.9%"
"86","JuJu Smith-Schuster (KC)","45","8.1","33","345","10.5","3","1","0","0","0","0","17","73.5","4.3","0.8%"
"87","Tyler Lockett (LV)","55","11","32","291","9.1","2","1","0","0","0","0","17","73.1","4.3","0.7%"
"88","John Metchie III (NYJ)","48","10.1","33","274","8.3","1","2","3","-5","0","0","16","71.9","4.5","2.5%"
"89","Matthew Golden (GB)","44","9.8","29","361","12.4","7","0","10","49","0","0","14","70.0","5.0","70.6%"
"89","Van Jefferson (TEN)","52","10","29","350","12.1","6","1","0","0","0","0","16","70.0","4.4","1.0%"
"91","Tre' Harris (LAC)","43","8.1","30","324","10.8","3","1","2","10","0","0","17","69.4","4.1","23.2%"
"92","Jaylin Noel (HOU)","35","6.5","26","292","11.2","6","2","6","12","0","0","17","68.4","4.0","16.8%"
"93","DeAndre Hopkins (BAL)","39","9.3","22","330","15.0","5","2","0","0","0","0","17","67.0","3.9","0.7%"
"94","Kalif Raymond (DET)","30","5.4","24","289","12.0","4","1","2","19","0","0","15","66.8","4.5","1.2%"
"95","Devaughn Vele (NO)","39","7","25","293","11.7","0","2","0","0","0","0","13","66.3","5.1","13.5%"
"96","Tory Horton (SEA)","22","4.9","13","161","12.4","3","5","0","0","0","0","8","65.1","8.1","19.0%"
"97","Travis Hunter (JAC)","45","8.3","28","298","10.6","5","1","1","0","0","0","7","63.8","9.1","64.8%"
"98","Cedric Tillman (CLE)","39","7.6","21","270","12.9","6","2","0","0","0","0","13","60.0","4.6","2.2%"
"99","Isaiah Williams (NYJ)","36","7.5","26","193","7.4","1","0","3","34","0","1","15","58.7","3.9","1.4%"
"100","Demarcus Robinson (SF)","35","6.5","22","276","12.5","5","1","1","6","0","0","14","58.2","4.2","1.0%"
"101","Christian Kirk (HOU)","52","9.2","28","239","8.5","3","1","0","0","0","0","13","57.9","4.5","17.0%"
"102","Malik Nabers (NYG)","35","7","18","271","15.1","5","2","0","0","0","0","4","57.1","14.3","98.9%"
"103","Rashod Bateman (BAL)","38","9.2","19","224","11.8","3","2","0","0","0","0","13","55.4","4.3","12.3%"
"104","Isaiah Bond (CLE)","44","8.7","18","338","18.8","6","0","5","29","0","0","16","54.7","3.4","4.3%"
"105","Tyreek Hill (MIA)","29","6.3","21","265","12.6","4","1","0","0","0","0","4","53.5","13.4","44.0%"
"106","Joshua Palmer (BUF)","37","7.5","22","303","13.8","4","0","0","0","0","0","12","52.3","4.4","1.6%"
"107","Brandin Cooks (BUF)","36","6.8","24","279","11.6","4","0","0","0","0","0","15","51.9","3.5","0.7%"
"108","Tim Patrick (JAC)","24","4.5","15","187","12.5","4","3","0","0","0","0","16","51.7","3.2","1.0%"
"109","Luke McCaffrey (WAS)","15","3.5","11","203","18.5","3","3","0","0","0","0","9","51.3","5.7","2.3%"
"110","Jahan Dotson (PHI)","36","7.3","18","262","14.6","4","1","0","0","0","0","17","50.2","3.0","5.7%"
"111","Dyami Brown (JAC)","37","6.7","20","227","11.4","2","1","6","30","0","1","15","49.7","3.3","1.3%"
"112","Kyle Williams (NE)","21","4.2","10","209","20.9","3","3","2","3","0","0","17","49.2","2.9","12.2%"
"112","Jaylin Lane (WAS)","32","7.5","16","225","14.1","3","0","1","7","0","1","15","49.2","3.3","3.5%"
"114","David Sills V (ATL)","36","7.1","18","191","10.6","3","2","0","0","0","0","17","49.1","2.9","0.0%"
"115","Jayden Reed (GB)","22","4.9","19","207","10.9","4","1","3","28","0","0","7","48.5","6.9","79.0%"
"116","Xavier Smith (LAR)","24","4","18","303","16.8","5","0","0","0","0","0","16","48.3","3.0","0.6%"
"117","Calvin Ridley (TEN)","36","6.8","17","303","17.8","7","0","0","0","0","0","7","47.3","6.8","33.0%"
"118","Jalen Tolbert (DAL)","34","5.7","18","203","11.3","2","1","0","0","0","0","13","46.3","3.6","7.3%"
"119","Tyrell Shavers (BUF)","23","4.6","15","245","16.3","6","1","0","0","0","0","17","45.5","2.7","0.7%"
"120","Jack Bech (LV)","29","5.8","20","224","11.2","2","0","0","0","0","0","16","42.4","2.7","16.2%"
"121","Adam Thielen (PIT)","35","7","19","186","9.8","1","0","0","0","0","0","16","39.6","2.5","3.5%"
"122","Chris Moore (WAS)","23","5.4","11","207","18.8","3","1","1","9","0","0","14","38.6","2.8","0.0%"
"123","Tyler Johnson (NYJ)","18","3.7","12","197","16.4","5","1","0","0","0","0","12","37.7","3.1","1.1%"
"124","Devontez Walker (BAL)","8","1.9","6","136","22.7","4","3","0","0","0","0","11","37.6","3.4","1.1%"
"125","Jordan Whittington (LAR)","25","4.4","18","171","9.5","2","0","3","12","0","0","17","36.3","2.1","0.9%"
"126","Hunter Renfrow (CAR)","26","5.4","15","89","5.9","0","2","0","0","0","0","6","35.9","6.0","1.5%"
"127","Lil'Jordan Humphrey (DEN)","25","4.6","13","156","12.0","2","1","0","0","0","0","10","34.6","3.5","1.1%"
"128","Gunner Olszewski (NYG)","13","2.6","10","145","14.5","3","1","0","0","0","1","16","33.8","2.1","0.6%"
"129","Kevin Austin Jr. (NO)","23","4.1","13","140","10.8","1","1","0","0","0","0","8","33.0","4.1","1.8%"
"130","Marquez Valdes-Scantling (PIT)","29","5.4","14","120","8.6","0","1","0","0","0","0","10","32.0","3.2","0.7%"
"131","Malachi Corley (CLE)","14","2.8","11","79","7.2","0","0","13","127","0","0","13","31.6","2.4","0.6%"
"131","Mitch Tinsley (CIN)","24","4","8","116","14.5","1","2","0","0","0","0","17","31.6","1.9","0.6%"
"133","Tutu Atwell (LAR)","15","2.6","6","192","32.0","3","1","0","0","0","0","10","31.2","3.1","2.5%"
"134","Gabe Davis (BUF)","18","3.7","12","129","10.8","2","1","0","0","0","0","6","30.9","5.2","0.6%"
"135","Zay Jones (ARI)","18","3","12","183","15.3","4","0","0","0","0","0","8","30.3","3.8","1.0%"
"136","Brycen Tremayne (CAR)","18","3.6","14","160","11.4","3","0","0","0","0","0","16","30.0","1.9","0.1%"
"137","Jalen McMillan (TB)","15","2.9","12","178","14.8","2","0","1","1","0","0","4","29.9","7.5","38.1%"
"138","Treylon Burks (WAS)","22","5.1","10","130","13.0","2","1","0","0","0","0","8","29.0","3.6","2.8%"
"139","Jimmy Horn Jr. (CAR)","15","3","11","108","9.8","1","0","8","69","0","0","13","28.7","2.2","1.1%"
"140","Elijah Moore (BUF)","17","3.4","9","112","12.4","3","0","6","24","1","0","9","28.6","3.2","0.6%"
"141","Isaiah Hodgins (NYG)","19","3.8","10","115","11.5","2","1","0","0","0","0","7","27.5","3.9","0.1%"
"142","Jahdae Walker (CHI)","10","2","6","87","14.5","1","2","0","0","0","0","7","26.7","3.8","1.6%"
"143","Theo Wease Jr. (MIA)","10","2.2","6","139","23.2","2","1","0","0","0","0","3","25.9","8.6","3.0%"
"144","Savion Williams (GB)","10","2.1","10","78","7.8","1","1","11","37","0","1","12","25.5","2.1","1.9%"
"145","Konata Mumpfield (LAR)","23","4","10","92","9.2","0","1","0","0","0","0","17","25.2","1.5","2.0%"
"146","Bo Melton (GB)","13","2.8","4","107","26.8","2","1","5","35","0","0","16","24.2","1.5","0.6%"
"147","Dont'e Thornton Jr. (LV)","30","6","10","135","13.5","3","0","0","0","0","0","15","23.5","1.6","3.2%"
"148","Josh Reynolds (NYJ)","21","4.3","11","101","9.2","0","0","0","0","0","0","5","23.1","4.6","1.1%"
"149","Allen Lazard (NYJ)","18","3.6","10","70","7.0","0","1","0","0","0","0","10","23.0","2.3","0.7%"
"150","Curtis Samuel (BUF)","9","1.8","7","81","11.6","2","1","0","0","0","0","6","21.1","3.5","1.1%"
"151","Jamari Thrash (CLE)","15","3","10","107","10.7","3","0","0","0","0","0","9","20.7","2.3","0.6%"
"152","Mason Tipton (NO)","17","3.1","11","76","6.9","0","0","4","18","0","0","13","20.4","1.6","0.7%"
"153","Ashton Dulin (IND)","10","1.9","5","106","21.2","3","0","3","44","0","0","12","20.0","1.7","0.1%"
"154","Nick Westbrook-Ikhine (MIA)","20","4.4","11","89","8.1","0","0","0","0","0","0","15","19.9","1.3","1.5%"
"155","Dante Pettis (NO)","11","2","9","127","14.1","3","0","0","0","0","1","8","19.7","2.5","1.0%"
"156","Darius Cooper (PHI)","11","2.3","9","92","10.2","0","0","0","0","0","0","13","18.2","1.4","0.7%"
"157","Cody White (SEA)","4","0.8","3","90","30.0","2","1","0","0","0","0","9","18.0","2.0","0.1%"
"158","Kameron Johnson (TB)","7","1.3","4","64","16.0","1","1","2","13","0","0","17","17.7","1.0","0.1%"
"159","Ben Skowronek (PIT)","6","1.2","4","69","17.3","2","1","0","0","0","0","16","16.9","1.1","0.1%"
"160","Efton Chism III (NE)","3","0.6","3","75","25.0","2","1","0","0","0","0","8","16.5","2.1","1.1%"
"161","KeAndre Lambert-Smith (LAC)","12","2.3","5","51","10.2","0","1","0","0","0","0","10","16.1","1.6","1.5%"
"162","Shedrick Jackson (LV)","5","1","4","56","14.0","1","1","1","3","0","0","5","15.9","3.2","1.0%"
"163","Casey Washington (ATL)","14","2.8","6","94","15.7","1","0","0","0","0","0","7","15.4","2.2","0.0%"
"164","Scotty Miller (PIT)","14","2.7","9","62","6.9","0","0","0","0","0","0","13","15.2","1.2","0.1%"
"165","Skyy Moore (SF)","7","1.4","5","87","17.4","2","0","2","11","0","0","17","14.8","0.9","0.9%"
"166","Malik Heath (GB)","7","1.5","6","86","14.3","1","0","0","0","0","0","11","14.6","1.3","1.0%"
"167","Tylan Wallace (BAL)","8","1.8","4","45","11.3","0","1","0","0","0","0","14","14.5","1.0","0.6%"
"168","Ray-Ray McCloud III (NYG)","15","3","7","69","9.9","1","0","0","0","0","0","6","13.9","2.3","0.6%"
"169","Xavier Weaver (ARI)","13","2.2","7","67","9.6","1","0","0","0","0","0","9","13.7","1.5","0.1%"
"170","Arian Smith (NYJ)","16","3.2","7","52","7.4","1","0","4","13","0","0","16","13.5","0.8","0.7%"
"171","Noah Brown (WAS)","10","2.3","5","83","16.6","1","0","0","0","0","0","4","13.3","3.3","0.7%"
"172","Michael Bandy (DEN)","4","0.7","4","50","12.5","1","1","0","0","0","1","4","13.0","3.3","1.0%"
"173","James Proche II (TEN)","12","2.3","6","65","10.8","1","0","0","0","0","0","9","12.5","1.4","0.0%"
"174","Gage Larvadain (CLE)","14","2.8","7","71","10.1","0","0","1","3","0","1","13","12.4","1.0","0.1%"
"175","Ryan Miller (TB)","4","0.8","2","34","17.0","1","1","0","0","0","0","13","11.4","0.9","1.0%"
"176","Dylan Drummond (ATL)","11","2.2","7","42","6.0","0","0","0","0","0","0","9","11.2","1.2","0.1%"
"177","Ronnie Bell (NO)","4","0.7","2","23","11.5","0","1","0","0","0","0","2","10.3","5.2","0.0%"
"177","Robbie Chosen (WAS)","9","2","5","53","10.6","0","0","0","0","0","0","3","10.3","3.4","0.0%"
"179","Braxton Berrios (HOU)","8","1.4","6","37","6.2","0","0","0","0","0","0","4","9.7","2.4","0.6%"
"180","Cedrick Wilson Jr. (MIA)","9","1.8","5","44","8.8","0","0","0","0","0","0","10","9.4","0.9","1.1%"
"181","Jalin Hyatt (NYG)","14","2.8","5","35","7.0","0","0","0","0","0","0","8","8.5","1.1","3.7%"
"182","Dee Eskridge (MIA)","7","1.4","4","62","15.5","1","0","0","0","0","1","13","8.2","0.6","0.0%"
"183","Austin Trammell (JAC)","10","1.8","3","46","15.3","0","0","0","0","0","0","6","7.6","1.3","0.0%"
"183","Tom Kennedy (DET)","4","0.7","4","36","9.0","1","0","0","0","0","0","6","7.6","1.3","0.1%"
"185","Xavier Restrepo (TEN)","7","1.3","3","41","13.7","0","0","0","0","0","0","2","7.1","3.6","0.6%"
"186","Mason Kinsey (TEN)","4","0.8","2","48","24.0","1","0","0","0","0","0","10","6.8","0.7","0.1%"
"186","Dareke Young (SEA)","3","0.6","2","48","24.0","1","0","0","0","0","0","9","6.8","0.8","0.6%"
"188","Deven Thompkins (ATL)","3","0.6","3","27","9.0","0","0","1","5","0","0","7","6.2","0.9","1.0%"
"189","KhaDarel Hodge (ATL)","10","1.9","3","31","10.3","0","0","0","0","0","0","12","6.1","0.5","1.2%"
"189","Jalen Brooks (ARI)","6","1","3","51","17.0","1","0","0","0","0","1","6","6.1","1.0","0.6%"
"191","Charlie Jones (CIN)","1","0.2","0","0","0","0","0","0","0","0","0","14","6.0","0.4","0.6%"
"191","Justin Watson (HOU)","4","0.8","3","30","10.0","0","0","0","0","0","0","3","6.0","2.0","1.0%"
"193","Tai Felton (MIN)","3","0.6","3","25","8.3","0","0","0","0","0","0","14","5.5","0.4","1.7%"
"194","Trent Sherfield Sr. (ARI)","5","0.9","3","21","7.0","0","0","0","0","0","0","12","5.1","0.4","0.0%"
"195","Tahj Washington (MIA)","5","1.1","3","37","12.3","0","0","0","0","0","1","6","4.7","0.8","0.6%"
"196","Jordan Watkins (SF)","3","0.6","2","26","13.0","0","0","0","0","0","0","5","4.6","0.9","0.6%"
"196","Devin Duvernay (CHI)","5","1","2","26","13.0","1","0","0","0","0","0","17","4.6","0.3","0.6%"
"198","Beaux Collins (NYG)","6","1.2","2","25","12.5","0","0","0","0","0","0","9","4.5","0.5","0.0%"
"199","Tay Martin (WAS)","2","0.4","2","23","11.5","0","0","0","0","0","0","3","4.3","1.4","1.0%"
"200","Nikko Remigio (KC)","1","0.2","1","21","21.0","1","0","1","11","0","0","14","4.2","0.3","0.6%"
"201","Britain Covey (PHI)","4","0.9","2","20","10.0","0","0","0","0","0","0","6","4.0","0.7","0.6%"
"201","Jared Wayne (HOU)","2","0.4","2","20","10.0","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"201","Jake Bobo (SEA)","2","0.4","2","20","10.0","0","0","0","0","0","0","11","4.0","0.4","0.6%"
"204","Jakobie Keeney-James (GB)","2","0.4","2","15","7.5","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"204","Jonathan Mingo (DAL)","5","1","1","25","25.0","1","0","0","0","0","0","6","3.5","0.6","0.6%"
"206","Alex Bachman (LV)","3","0.6","2","12","6.0","0","0","0","0","0","0","13","3.2","0.2","0.0%"
"206","Velus Jones Jr. (SEA)","0","0","0","0","0","0","0","4","32","0","0","6","3.2","0.5","0.9%"
"208","Andre Baccellia (ARI)","4","0.7","2","8","4.0","0","0","0","0","0","0","5","2.8","0.6","0.0%"
"209","David Moore (CAR)","1","0.2","1","5","5.0","0","0","1","12","0","0","4","2.7","0.7","0.8%"
"210","Anthony Gould (IND)","2","0.4","2","6","3.0","0","0","0","0","0","0","11","2.6","0.2","0.6%"
"211","Tim Jones (JAC)","1","0.2","1","15","15.0","0","0","0","0","0","0","4","2.5","0.6","0.0%"
"212","Jalen Royals (KC)","3","0.5","2","4","2.0","0","0","0","0","0","0","7","2.4","0.3","2.9%"
"213","Quentin Skinner (NYJ)","1","0.2","1","10","10.0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"214","Bryce Oliver (TEN)","1","0.2","1","8","8.0","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"215","Derius Davis (LAC)","3","0.6","2","10","5.0","0","0","2","5","0","1","11","1.5","0.1","0.6%"
"216","Samori Toure (NO)","3","0.5","1","3","3.0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"217","Ke'Shawn Williams (CIN)","1","0.2","1","5","5.0","0","0","2","10","0","1","11","0.5","0.0","0.1%"
"218","Roman Wilson (PIT)","21","4.2","12","166","13.8","3","2","0","0","0","1","14","0.0","0.0","1.2%"
"218","Dalevon Campbell (CAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Cade McDonald (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Bryson Green (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Coleman Owen (IND)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"218","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"218","DeAndre Carter (CLE)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"218","River Cracraft (WAS)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Russell Gage Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Jacoby Jones (WAS)","1","0","1","25","25.0","1","0","0","0","0","0","2","0.0","0.0","0.0%"
"218","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","2.9%"
"218","Kaden Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"218","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"218","Malik Cunningham (DET)","0","0","0","0","0","0","0","1","1","0","0","1","0.0","0.0","1.1%"
