"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"215","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Jason Moore Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Matt Cole (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"215","Isaiah Coulter (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Kirk Merritt (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"252","DeAndre Carter (CHI)","2","0.4","1","8","8.0","0","0","0","0","0","1","13","-0.2","0.0","0.0%"
"253","Dede Westbrook (JAC)","1","0.2","1","4","4.0","0","0","0","0","0","1","2","-0.6","-0.3","0.0%"
"254","Kendall Hinton (DEN)","0","0","0","0","0","0","0","2","7","0","0","1","-0.8","-0.8","0.0%"
"255","Dwayne Harris (CHI)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","2.0%"
"255","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.0%"
""
""
