"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"25","Cameron Brate (TB)","55","9.2","36","311","8.6","1","4","0","0","0","0","16","91.1","5.7","2.0%"
"26","Jordan Akins (HOU)","55","10.9","36","418","11.6","4","2","0","0","0","0","16","89.8","5.6","1.0%"
"26","Gerald Everett (LAR)","60","9.9","37","408","11.0","6","2","1","0","0","0","13","89.8","6.9","1.4%"
"28","Eric Ebron (IND)","52","10.5","31","375","12.1","4","3","0","0","0","0","11","86.5","7.9","0.0%"
"29","Blake Jarwin (DAL)","41","7.1","31","365","11.8","8","3","0","0","0","0","16","85.5","5.3","4.0%"
"30","O.J. Howard (TB)","53","8.9","34","459","13.5","8","1","0","0","0","1","14","83.9","6.0","0.0%"
"31","Vance McDonald (PIT)","55","11","38","273","7.2","2","3","1","2","0","0","14","83.5","6.0","0.0%"
"32","T.J. Hockenson (DET)","59","10.7","32","367","11.5","6","2","0","0","0","0","12","80.7","6.7","61.2%"
"33","Dawson Knox (BUF)","50","10","28","388","13.9","7","2","1","9","0","0","15","79.7","5.3","10.4%"
"34","Irv Smith Jr. (MIN)","47","11","36","311","8.6","5","2","0","0","0","0","16","79.1","4.9","0.0%"
"35","Hayden Hurst (BAL)","39","9.2","30","349","11.6","4","2","0","0","0","0","16","76.9","4.8","1.3%"
"36","Kaden Smith (NYG)","42","7.2","31","268","8.6","3","3","0","0","0","0","9","75.8","8.4","0.0%"
"37","Nick Boyle (BAL)","43","10","31","321","10.4","4","2","0","0","0","0","16","75.1","4.7","0.0%"
"38","Will Dissly (SEA)","27","5.4","23","262","11.4","3","4","1","7","0","0","6","73.9","12.3","0.6%"
"39","Foster Moreau (OAK)","25","5","21","174","8.3","1","5","0","0","0","0","13","68.4","5.3","0.7%"
"40","Josh Hill (NO)","35","6.4","25","226","9.0","4","3","0","0","0","0","16","65.6","4.1","0.0%"
"41","C.J. Uzomah (CIN)","40","6.8","27","242","9.0","2","2","0","0","0","0","16","63.2","4.0","0.0%"
"42","Ricky Seals-Jones (CLE)","22","4.4","14","229","16.4","5","4","0","0","0","1","14","58.9","4.2","0.0%"
"43","Jeremy Sprinkle (WAS)","40","8.3","26","241","9.3","2","1","0","0","0","0","16","56.1","3.5","0.0%"
"44","Delanie Walker (TEN)","31","7.3","21","215","10.2","1","2","0","0","0","0","7","54.5","7.8","0.1%"
"45","Demetrius Harris (CLE)","27","5.4","15","149","9.9","2","3","0","0","0","0","15","49.9","3.3","0.0%"
"46","Charles Clay (ARI)","24","4.8","18","237","13.2","4","1","0","0","0","0","15","47.7","3.2","0.0%"
"47","James O'Shaughnessy (JAC)","20","3.5","14","153","10.9","1","2","0","0","0","0","5","41.3","8.3","0.0%"
"48","Maxx Williams (ARI)","19","3.8","15","202","13.5","5","1","0","0","0","0","16","41.2","2.6","0.0%"
"49","Rhett Ellison (NYG)","28","4.7","18","167","9.3","3","1","0","0","0","0","10","40.7","4.1","0.0%"
"50","Anthony Firkser (TEN)","24","5.4","14","204","14.6","5","1","0","0","0","0","15","40.4","2.7","0.0%"
"51","Logan Thomas (DET)","28","5.1","16","173","10.8","0","1","0","0","0","0","16","39.3","2.5","0.0%"
"52","Marcedes Lewis (GB)","19","3.8","15","156","10.4","2","1","0","0","0","0","16","36.6","2.3","0.0%"
"53","Ross Dwelley (SF)","22","4.7","15","91","6.1","1","2","0","0","0","0","16","36.1","2.3","0.0%"
"54","Ian Thomas (CAR)","30","5.1","16","136","8.5","0","1","0","0","0","0","16","35.6","2.2","0.1%"
"55","Benjamin Watson (NE)","24","4.3","17","173","10.2","3","0","0","0","0","0","10","34.3","3.4","2.8%"
"56","Nick Vannett (PIT)","22","4.4","17","166","9.8","0","0","0","0","0","0","16","33.6","2.1","0.0%"
"57","Dan Arnold (ARI)","14","2.6","8","127","15.9","3","2","0","0","0","0","6","32.7","5.5","0.0%"
"58","Derek Carrier (OAK)","19","3.8","13","108","8.3","2","1","1","27","0","0","16","32.5","2.0","0.0%"
"59","Matt LaCosse (NE)","19","3.2","13","131","10.1","3","1","0","0","0","0","12","32.1","2.7","0.0%"
"60","Jeff Heuerman (DEN)","20","4","14","114","8.1","1","1","0","0","0","0","14","31.4","2.2","0.0%"
"61","Jesse James (DET)","27","5","16","142","8.9","1","0","0","0","0","0","16","30.2","1.9","0.0%"
"62","Jaeden Graham (ATL)","10","1.6","9","149","16.6","3","1","0","0","0","0","16","29.9","1.9","0.0%"
"62","Nick O'Leary (JAC)","18","3.3","13","109","8.4","0","1","0","0","0","0","12","29.9","2.5","0.0%"
"64","Vernon Davis (WAS)","19","4.2","10","123","12.3","1","1","0","0","0","0","4","28.3","7.1","1.6%"
"65","Seth DeValve (JAC)","18","3.4","12","140","11.7","1","0","0","0","0","0","12","26.0","2.2","0.0%"
"65","Robert Tonyan (GB)","15","3","10","100","10.0","2","1","0","0","0","0","11","26.0","2.4","0.0%"
"67","Andrew Beck (DEN)","12","2.4","9","90","10.0","1","1","1","3","0","0","16","24.5","1.5","0.2%"
"68","Hale Hentges (WAS)","14","2.9","8","103","12.9","2","1","0","0","0","0","11","24.3","2.2","0.0%"
"69","Joshua Perkins (PHI)","13","2.1","9","87","9.7","1","1","0","0","0","0","5","23.7","4.7","0.0%"
"70","Ryan Izzo (NE)","9","1.5","6","114","19.0","3","1","0","0","0","0","6","23.4","3.9","0.0%"
"71","Virgil Green (LAC)","13","2.4","9","78","8.7","0","1","0","0","0","0","15","22.8","1.5","1.0%"
"72","Trey Burton (CHI)","24","4.2","14","84","6.0","0","0","0","0","0","0","9","22.4","2.5","0.0%"
"73","MyCole Pruitt (TEN)","8","1.8","6","90","15.0","2","1","0","0","0","0","16","21.0","1.3","1.0%"
"74","Jesper Horsted (CHI)","10","1.8","8","87","10.9","1","1","0","0","0","1","6","20.7","3.5","0.0%"
"75","Daniel Brown (NYJ)","11","2.2","7","72","10.3","2","1","0","0","0","0","16","20.2","1.3","0.0%"
"76","Geoff Swaim (JAC)","17","3.1","13","65","5.0","0","0","0","0","0","0","6","19.5","3.3","0.0%"
"77","Tommy Sweeney (BUF)","13","2.6","8","114","14.3","3","0","0","0","0","0","6","19.4","3.2","0.0%"
"78","Tyler Kroft (BUF)","14","2.8","6","71","11.8","1","1","0","0","0","0","12","19.1","1.6","0.0%"
"79","Ben Braunecker (CHI)","11","1.9","6","59","9.8","0","1","0","0","0","0","11","17.9","1.6","0.0%"
"80","Mo Alie-Cox (IND)","11","2.2","8","93","11.6","1","0","0","0","0","0","16","17.3","1.1","0.6%"
"81","Adam Shaheen (CHI)","13","2.5","9","74","8.2","0","0","0","0","0","1","8","16.4","2.1","0.0%"
"82","Stephen Carlson (CLE)","7","1.4","5","51","10.2","1","1","0","0","0","0","9","16.1","1.8","0.0%"
"82","J.P. Holtz (CHI)","8","1.5","7","91","13.0","1","0","0","0","0","0","15","16.1","1.1","0.0%"
"84","Luke Willson (SEA)","10","2","8","79","9.9","0","0","0","0","0","0","9","15.9","1.8","0.0%"
"85","Troy Fumagalli (DEN)","9","1.8","6","38","6.3","0","1","0","0","0","0","11","15.8","1.4","0.0%"
"86","David Njoku (CLE)","10","2","5","41","8.2","0","1","0","0","0","0","4","15.1","3.8","30.6%"
"87","Blake Bell (KC)","15","2.9","8","67","8.4","1","0","0","0","0","0","15","14.7","1.0","0.0%"
"88","Tyler Conklin (MIN)","10","2.3","8","58","7.3","1","0","0","0","0","0","16","13.8","0.9","0.8%"
"89","Durham Smythe (MIA)","14","2.4","7","65","9.3","1","0","0","0","0","0","16","13.5","0.8","0.6%"
"90","Luke Stocker (ATL)","14","2.6","8","53","6.6","0","0","0","0","0","0","15","13.3","0.9","4.6%"
"91","Lee Smith (BUF)","5","1","4","31","7.8","0","1","0","0","0","0","16","13.1","0.8","0.0%"
"92","Clive Walford (MIA)","8","1.4","4","57","14.3","0","0","0","4","0","0","8","10.1","1.3","0.0%"
"93","Cethan Carter (CIN)","3","0.5","2","13","6.5","0","1","0","0","0","0","15","9.3","0.6","0.0%"
"94","Drew Sample (CIN)","6","1.1","5","30","6.0","1","0","0","0","0","0","9","8.0","0.9","0.6%"
"94","Lance Kendricks (LAC)","7","1.2","3","50","16.7","1","0","0","0","0","0","12","8.0","0.7","3.5%"
"94","Deon Yelder (KC)","4","0.8","3","50","16.7","1","0","0","0","0","0","10","8.0","0.8","0.0%"
"97","Jordan Matthews (PHI)","12","2","4","33","8.3","0","0","0","0","0","0","3","7.3","2.4","0.0%"
"98","Ross Travis (IND)","6","1.2","4","51","12.8","1","0","0","0","0","1","3","7.1","2.4","0.0%"
"99","Trevon Wesco (NYJ)","3","0.6","2","47","23.5","1","0","1","2","0","0","16","6.9","0.4","0.0%"
"100","Johnny Mundt (LAR)","7","1.3","4","26","6.5","0","0","0","0","0","0","14","6.6","0.5","0.1%"
"101","Pharaoh Brown (CLE)","3","0.6","2","27","13.5","0","0","0","0","0","0","9","4.7","0.5","0.0%"
"102","Tanner Hudson (TB)","5","0.9","2","26","13.0","0","0","0","0","0","0","9","4.6","0.5","1.2%"
"103","Josh Oliver (JAC)","6","1.2","3","15","5.0","0","0","0","0","0","0","4","4.5","1.1","1.2%"
"104","Eric Saubert (CHI)","3","0.6","2","21","10.5","0","0","0","0","0","0","2","4.1","2.1","0.9%"
"105","Codey McElroy (TB)","1","0.2","1","30","30.0","1","0","0","0","0","0","1","4.0","4.0","0.0%"
"106","Isaac Nauta (DET)","3","0.6","2","13","6.5","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"107","Scott Simonson (NYG)","2","0.4","2","11","5.5","0","0","0","0","0","0","6","3.1","0.5","0.0%"
"108","Levine Toilolo (SF)","2","0.4","2","10","5.0","0","0","0","0","0","0","13","3.0","0.2","0.0%"
"109","Sean Culkin (LAC)","2","0.4","1","12","12.0","0","0","0","0","0","0","4","2.2","0.6","0.0%"
"110","Chris Manhertz (CAR)","1","0.2","1","11","11.0","0","0","0","0","0","0","15","2.1","0.1","0.1%"
"110","Antony Auclair (TB)","3","0.5","1","11","11.0","0","0","0","0","0","0","8","2.1","0.3","0.0%"
"112","Ben Koyack (JAC)","3","0.6","1","9","9.0","0","0","0","0","0","0","12","1.9","0.2","0.0%"
"113","Jordan Thomas (HOU)","3","0.6","1","8","8.0","0","0","0","0","0","0","6","1.8","0.3","0.0%"
"114","Chris Herndon IV (NYJ)","2","0.4","1","7","7.0","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"115","Dalton Schultz (DAL)","2","0.4","1","6","6.0","0","0","0","0","0","0","16","1.6","0.1","36.1%"
"116","Tyrone Swoopes (SEA)","1","0.2","1","5","5.0","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"116","Charles Jones (JAC)","1","0.2","1","5","5.0","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"118","Darrell Daniels (ARI)","3","0.6","1","4","4.0","0","0","0","0","0","0","11","1.4","0.1","0.0%"
"118","Zach Gentry (PIT)","1","0.2","1","4","4.0","0","0","0","0","0","0","4","1.4","0.4","0.0%"
"120","Xavier Grimble (PIT)","3","0.6","1","3","3.0","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"121","Eric Tomlinson (OAK)","1","0.2","1","1","1.0","0","0","0","0","0","0","8","1.1","0.1","0.0%"
"122","James Looney (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Jordan Franks (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Donnie Ernsberger (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"122","Carson Meier (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Matt Orzech (JAC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Garrett Dickerson (NYG)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"122","Jace Sternberger (GB)","1","0.2","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"122","N'Keal Harry (NE)","24","4.2","12","105","8.8","0","2","5","49","0","0","7","0.0","0.0","0.0%"
"122","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Logan Paulsen (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Jermaine Gresham (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Ed Dickson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Rob Gronkowski (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"122","Garrett Celek (SF)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","1.0%"
"122","Jordan Reed (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.0%"
"122","Dion Sims (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Antonio Gates (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"122","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Beau Brinkley (TEN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"122","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Kevin McDermott (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Andrew DePaola (OAK)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Bronson Kaufusi (NYJ)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"122","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Brian Parker (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Jerell Adams (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Khari Lee (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Mitchell Loewen (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"122","Jason Vander Laan (NO)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"122","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"122","Alan Cross (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","David Grinnage (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","David Morgan II (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Cole Wick (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"122","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","1.5%"
"122","Neal Sterling (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Erik Swoope (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Kelvin Benjamin (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Richard Rodgers (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"122","Kyle Nelson (SF)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"122","Jerome Cunningham (WAS)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"122","Devin Funchess (IND)","5","1","3","32","10.7","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Matt Lengel (IND)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
""
""
