"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","TGT","REC","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"52","Miles Sanders (CAR)","129","432","3.3","48","1","1","41","27","154","5.7","0","2","16","87.6","5.5","0.7%"
"53","Jerick McKinnon (KC)","21","60","2.9","10","0","1","32","25","192","7.7","4","0","12","84.4","7.0","0.0%"
"54","Latavius Murray (BUF)","79","300","3.8","29","2","4","22","17","119","7.0","0","0","15","82.9","5.5","0.0%"
"55","Dameon Pierce (HOU)","145","416","2.9","22","1","2","17","13","101","7.8","0","0","14","82.7","5.9","1.2%"
"56","Zamir White (LV)","104","451","4.3","43","2","1","19","15","98","6.5","0","1","15","73.9","4.9","0.9%"
"57","Emari Demercado (ARI)","58","284","4.9","49","1","2","30","21","119","5.7","0","0","14","73.3","5.2","3.6%"
"58","Clyde Edwards-Helaire (KC)","70","223","3.2","20","1","1","22","17","188","11.1","1","0","15","70.1","4.7","0.6%"
"59","Keaton Mitchell (BAL)","47","396","8.4","60","7","2","11","9","93","10.3","0","0","7","69.9","10.0","34.6%"
"60","Joshua Kelley (LAC)","107","405","3.8","49","2","2","12","8","32","4.0","0","1","17","61.7","3.6","0.0%"
"61","Jamaal Williams (NO)","106","306","2.9","17","0","1","20","18","62","3.4","0","0","13","60.8","4.7","2.0%"
"62","Michael Carter (ARI)","30","187","6.2","21","1","0","31","24","101","4.2","1","0","15","58.8","3.9","1.1%"
"63","Chase Brown (CIN)","44","179","4.1","31","2","0","15","14","156","11.1","1","0","12","53.5","4.5","98.4%"
"64","Elijah Mitchell (SF)","75","281","3.7","18","0","2","8","6","14","2.3","0","0","11","47.5","4.3","0.7%"
"65","Matt Breida (NYG)","55","151","2.7","9","0","1","21","17","88","5.2","0","0","15","46.9","3.1","0.0%"
"66","Cam Akers (MIN)","60","167","2.8","19","0","2","12","11","70","6.4","0","0","7","46.7","6.7","0.6%"
"67","Royce Freeman (LAR)","77","319","4.1","23","1","2","2","1","13","13.0","0","0","11","46.2","4.2","0.0%"
"68","Jordan Mason (SF)","40","206","5.2","26","1","3","4","3","31","10.3","0","0","16","44.7","2.8","65.1%"
"69","Darrell Henderson Jr. (LAR)","46","112","2.4","16","0","2","14","10","103","10.3","0","0","4","43.5","10.9","0.0%"
"70","Kendre Miller (NO)","41","156","3.8","18","0","1","11","10","117","11.7","0","0","8","43.3","5.4","8.2%"
"71","Salvon Ahmed (MIA)","22","61","2.8","10","0","1","23","16","88","5.5","1","0","8","42.9","5.4","0.0%"
"72","Pierre Strong Jr. (CLE)","63","291","4.6","40","2","1","8","5","47","9.4","0","1","17","42.8","2.5","0.6%"
"73","Jeff Wilson Jr. (MIA)","41","188","4.6","15","0","0","17","14","85","6.1","0","0","9","41.3","4.6","1.0%"
"74","Ameer Abdullah (LV)","15","89","5.9","12","0","0","24","19","131","6.9","0","0","16","41.0","2.6","0.6%"
"75","Dalvin Cook (NYJ)","67","214","3.2","14","0","0","20","15","78","5.2","0","2","14","40.2","2.9","0.6%"
"76","Chase Edmonds (TB)","49","176","3.6","21","1","0","17","14","81","5.8","0","0","13","39.7","3.1","0.0%"
"77","Kyle Juszczyk (SF)","5","6","1.2","3","0","0","17","14","119","8.5","2","0","17","38.5","2.3","1.4%"
"78","Chris Rodriguez Jr. (WAS)","51","247","4.8","16","0","2","2","2","12","6.0","0","1","11","37.9","3.4","50.4%"
"79","Cordarrelle Patterson (ATL)","50","181","3.6","18","0","0","12","9","38","4.2","1","0","12","36.9","3.1","1.0%"
"80","D'Ernest Johnson (JAC)","41","108","2.6","19","0","0","12","10","140","14.0","0","0","16","34.8","2.2","1.0%"
"81","Ty Johnson (BUF)","30","132","4.4","13","0","0","7","7","62","8.9","1","0","9","32.4","3.6","5.9%"
"82","Tony Jones Jr. (ARI)","26","95","3.7","19","0","2","10","7","37","5.3","0","0","6","32.2","5.4","0.0%"
"83","Patrick Taylor Jr. (GB)","32","141","4.4","24","1","0","17","11","49","4.5","0","0","11","30.0","2.7","0.7%"
"83","Darrynton Evans (MIA)","32","121","3.8","13","0","1","12","7","49","7.0","0","0","6","30.0","5.0","0.0%"
"85","Craig Reynolds (DET)","41","179","4.4","19","0","1","5","5","47","9.4","0","2","15","29.6","2.0","1.1%"
"86","Alec Ingold (MIA)","2","0","0.0","0","0","0","16","13","119","9.2","0","0","17","24.9","1.5","0.6%"
"87","Nick Chubb (CLE)","28","170","6.1","20","1","0","4","4","21","5.3","0","0","2","23.1","11.6","1.4%"
"88","Tank Bigsby (JAC)","50","132","2.6","12","0","2","4","1","6","6.0","0","2","16","22.8","1.4","29.0%"
"89","Kevin Harris (NE)","16","65","4.1","18","0","1","3","3","58","19.3","0","0","4","21.3","5.3","1.0%"
"90","Trey Sermon (IND)","35","160","4.6","27","1","0","6","3","13","4.3","0","0","8","20.3","2.5","1.0%"
"91","Ronnie Rivers (LAR)","32","129","4.0","10","0","0","5","5","22","4.4","0","0","9","20.1","2.2","0.6%"
"92","Melvin Gordon III (BAL)","26","81","3.1","22","1","1","3","3","46","15.3","0","1","4","19.7","4.9","0.0%"
"93","Damien Harris (BUF)","23","94","4.1","11","0","1","2","2","16","8.0","0","0","7","19.0","2.7","9.0%"
"93","Isaiah Spiller (LAC)","37","96","2.6","8","0","0","6","6","34","5.7","0","0","9","19.0","2.1","1.0%"
"95","Tyler Goodson (IND)","13","87","6.7","31","1","0","9","6","34","5.7","0","0","6","18.1","3.0","0.7%"
"96","Raheem Blackshear (CAR)","14","46","3.3","9","0","0","7","6","45","7.5","0","0","11","17.1","1.6","1.6%"
"97","Israel Abanikanda (NYJ)","22","70","3.2","12","0","0","11","7","43","6.1","0","1","7","16.3","2.3","2.2%"
"98","Patrick Ricard (BAL)","0","0","0","0","0","0","7","5","52","10.4","1","0","17","16.2","1.0","0.8%"
"99","Boston Scott (PHI)","20","86","4.3","18","0","0","6","4","52","13.0","0","1","12","15.8","1.3","0.0%"
"100","Deuce Vaughn (DAL)","23","40","1.7","13","0","0","7","7","40","5.7","0","0","7","15.0","2.1","4.8%"
"101","Trayveon Williams (CIN)","15","69","4.6","15","0","0","9","7","10","1.4","0","0","16","14.9","0.9","0.0%"
"102","Emanuel Wilson (GB)","14","85","6.1","31","1","0","5","4","23","5.8","0","0","7","14.8","2.1","26.6%"
"103","Keaontay Ingram (ARI)","35","74","2.1","14","0","0","4","4","26","6.5","0","0","7","14.0","2.0","1.0%"
"103","La'Mical Perine (KC)","22","77","3.5","10","0","0","5","3","33","11.0","0","0","2","14.0","7.0","0.0%"
"105","Mike Boone (HOU)","5","23","4.6","11","0","0","9","7","40","5.7","0","0","9","13.3","1.5","1.0%"
"106","Eric Gray (NYG)","17","48","2.8","12","0","0","7","6","22","3.7","0","0","14","13.0","0.9","0.6%"
"107","Hunter Luepke (DAL)","6","19","3.2","9","0","1","4","3","18","6.0","0","0","17","12.7","0.7","0.7%"
"108","J.K. Dobbins (BAL)","8","22","2.8","4","0","1","3","2","15","7.5","0","0","1","11.7","11.7","87.9%"
"109","Gary Brightwell (NYG)","9","19","2.1","5","0","0","7","5","47","9.4","0","0","4","11.6","2.9","0.1%"
"110","Nick Bawden (NYJ)","2","4","2.0","3","0","1","3","3","21","7.0","0","0","6","11.5","1.9","0.0%"
"111","Brandon Bolden (LV)","4","31","7.8","26","1","1","0","0","0","0","0","0","5","11.1","2.2","0.0%"
"112","Chris Brooks (MIA)","19","106","5.6","52","2","0","0","0","0","0","0","0","3","10.6","3.5","10.5%"
"113","Dare Ogunbowale (HOU)","8","35","4.4","17","0","0","7","2","18","9.0","0","0","10","10.3","1.0","1.0%"
"114","C.J. Ham (MIN)","1","7","7.0","7","0","0","9","7","25","3.6","0","0","17","10.2","0.6","1.0%"
"115","Ty Montgomery II (NE)","3","9","3.0","7","0","0","12","5","40","8.0","0","0","11","9.9","0.9","0.0%"
"116","DeeJay Dallas (SEA)","10","36","3.6","8","0","0","9","6","26","4.3","0","2","17","8.2","0.5","0.1%"
"117","Damien Williams (ARI)","11","43","3.9","9","0","0","2","2","12","6.0","0","0","3","7.5","2.5","0.0%"
"118","Michael Burton (DEN)","7","9","1.3","4","0","0","3","3","8","2.7","0","0","17","6.7","0.4","1.0%"
"119","Ke'Shawn Vaughn (TB)","24","42","1.8","9","0","0","5","2","2","1.0","0","0","5","6.4","1.3","0.0%"
"120","Keith Smith (ATL)","0","0","0","0","0","0","3","3","33","11.0","0","0","11","6.3","0.6","0.0%"
"121","Khari Blasingame (CHI)","8","26","3.3","6","0","0","6","3","2","0.7","0","0","8","5.8","0.7","0.0%"
"122","Sean Tucker (TB)","15","23","1.5","7","0","0","2","2","9","4.5","0","0","5","5.2","1.0","22.4%"
"123","Rashaad Penny (PHI)","11","33","3.0","7","0","0","1","1","5","5.0","0","0","3","4.8","1.6","0.0%"
"124","Jashaun Corbin (NYG)","1","1","1.0","1","0","0","3","3","12","4.0","0","0","3","4.3","1.4","0.0%"
"124","Alex Armah Jr. (WAS)","0","0","0","0","0","0","3","3","13","4.3","0","0","4","4.3","1.1","0.0%"
"126","Deon Jackson (NYG)","14","16","1.1","7","0","0","6","5","14","2.8","0","2","2","4.0","2.0","0.0%"
"126","Leonard Fournette (BUF)","12","40","3.3","9","0","0","0","0","0","0","0","0","2","4.0","2.0","0.1%"
"128","Elijah Dotson (LAC)","4","6","1.5","2","0","0","2","2","13","6.5","0","0","1","3.9","3.9","0.0%"
"129","Jake Funk (IND)","2","10","5.0","7","0","0","1","1","12","12.0","0","0","1","3.2","3.2","0.0%"
"130","Kenyan Drake (GB)","2","0","0.0","0","0","0","3","2","31","15.5","0","1","2","3.1","1.6","1.1%"
"130","Bam Knight (DET)","3","13","4.3","8","0","0","1","1","8","8.0","0","0","2","3.1","1.6","1.0%"
"130","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","2","2","11","5.5","0","0","3","3.1","1.0","1.1%"
"133","Derrick Gore (WAS)","3","26","8.7","23","1","0","0","0","0","0","0","0","3","2.6","0.9","0.0%"
"134","Adam Prentice (NO)","2","12","6.0","7","0","0","3","2","12","6.0","0","1","6","2.4","0.4","0.6%"
"135","Devine Ozigbo (DET)","3","5","1.7","4","0","0","1","1","8","8.0","0","0","1","2.3","2.3","1.0%"
"136","Jakob Johnson (LV)","0","0","0","0","0","0","2","1","12","12.0","0","0","8","2.2","0.3","0.0%"
"137","Tyrion Davis-Price (SF)","6","21","3.5","15","0","0","0","0","0","0","0","0","1","2.1","2.1","1.0%"
"137","Chris Evans (CIN)","2","12","6.0","7","0","0","1","1","-1","-1.0","0","0","3","2.1","0.7","0.0%"
"139","Zach Evans (LAR)","9","19","2.1","5","0","0","0","0","0","0","0","0","4","1.9","0.5","2.7%"
"140","Evan Hull (IND)","1","1","1.0","1","0","0","1","1","6","6.0","0","0","1","1.7","1.7","2.8%"
"141","Kene Nwangwu (MIN)","5","13","2.6","8","0","0","0","0","0","0","0","0","8","1.3","0.2","0.1%"
"141","Reggie Gilliam (BUF)","0","0","0","0","0","0","1","1","3","3.0","0","0","16","1.3","0.1","0.2%"
"143","Jonathan Ward (TEN)","3","11","3.7","8","0","0","0","0","0","0","0","0","2","1.1","0.6","0.0%"
"144","James Robinson (GB)","1","2","2.0","2","0","0","1","1","-2","-2.0","0","0","1","1.0","1.0","0.0%"
"145","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"145","Marlon Mack (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"145","Jeremy McNichols (SF)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.8%"
"145","Corey Clement (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"145","Andrew Beck (HOU)","5","3","0.6","2","0","1","13","11","55","5.0","2","1","13","0.0","0.0","0.2%"
"145","Austin Walter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Travis Homer (CHI)","0","0","0","0","0","0","1","0","0","0","0","0","9","0.0","0.0","0.6%"
"145","Patrick Laird (TB)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"145","Kirk Merritt (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","JaMycal Hasty (JAC)","0","0","0","0","0","0","2","0","0","0","0","0","1","0.0","0.0","1.1%"
"145","Godwin Igwebuike (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"145","Jason Cabinda (DET)","1","0","0.0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.1%"
"145","Derek Parish (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"145","SaRodorick Thompson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.6%"
"145","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","1.6%"
"145","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"145","Jordan Mims (NO)","0","0","0","0","0","0","2","0","0","0","0","0","3","0.0","0.0","0.0%"
"145","Mohamed Ibrahim (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Connor Heyward (PIT)","1","0","0.0","0","0","0","34","23","167","7.3","0","0","17","0.0","0.0","0.2%"
"145","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"145","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.9%"
"145","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","4.5%"
"145","Bryant Koback (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.6%"
"145","Velus Jones Jr. (CHI)","8","51","6.4","17","0","0","7","4","20","5.0","0","0","13","0.0","0.0","0.9%"
"171","Jonathan Williams (WAS)","1","-2","-2.0","0","0","0","1","0","0","0","0","0","1","-0.2","-0.2","0.0%"
""
""
