"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"46","James O'Shaughnessy (JAC)","38","6.5","28","262","9.4","3","0","0","0","0","0","15","54.2","3.6","0.0%"
"47","Greg Olsen (SEA)","37","6.9","24","239","10.0","3","1","0","0","0","0","11","53.9","4.9","7.0%"
"48","David Njoku (CLE)","29","6.1","19","213","11.2","4","2","0","0","0","0","13","52.3","4.0","30.6%"
"49","Ross Dwelley (SF)","24","4.5","19","245","12.9","3","1","0","0","0","0","16","49.5","3.1","0.0%"
"50","Adam Shaheen (MIA)","22","4.1","12","150","12.5","2","3","0","0","0","0","16","45.0","2.8","0.0%"
"51","Tyler Conklin (MIN)","26","5.2","19","194","10.2","2","1","0","0","0","0","16","44.4","2.8","0.8%"
"52","Donald Parham Jr. (LAC)","20","3.6","10","159","15.9","4","3","0","0","0","0","13","43.9","3.4","1.0%"
"53","Pharaoh Brown (HOU)","16","3.2","14","163","11.6","2","2","0","0","0","0","13","42.3","3.3","0.0%"
"54","Tyler Kroft (BUF)","16","2.9","12","119","9.9","1","3","0","0","0","0","10","41.9","4.2","0.0%"
"55","Ian Thomas (CAR)","31","6.2","20","145","7.3","1","1","0","0","0","0","16","40.5","2.5","0.1%"
"56","Jesse James (DET)","22","4.1","14","129","9.2","2","2","0","0","0","0","16","38.9","2.4","0.0%"
"57","Marcedes Lewis (GB)","17","3.4","10","107","10.7","1","3","0","0","0","0","15","38.7","2.6","0.0%"
"58","Adam Trautman (NO)","16","3.2","15","171","11.4","2","1","0","0","0","0","15","38.1","2.5","0.6%"
"59","O.J. Howard (TB)","19","3.2","11","146","13.3","2","2","0","0","0","0","4","37.6","9.4","0.0%"
"60","Nick Boyle (BAL)","17","4.6","14","113","8.1","1","2","0","0","0","0","9","37.3","4.1","0.0%"
"61","Foster Moreau (LV)","9","1.8","7","140","20.0","4","2","0","0","0","0","16","33.0","2.1","0.7%"
"62","Jason Witten (LV)","17","3.4","13","69","5.3","0","2","0","0","0","0","16","31.9","2.0","1.0%"
"63","Ryan Izzo (NE)","20","4.6","13","199","15.3","3","0","0","0","0","1","12","30.9","2.6","0.0%"
"64","Nick Vannett (DEN)","21","4.2","14","95","6.8","0","1","0","0","0","0","15","29.5","2.0","0.0%"
"65","Jace Sternberger (GB)","15","3","12","114","9.5","2","1","0","0","0","0","12","29.4","2.5","0.0%"
"66","Kaden Smith (NYG)","21","4.2","18","112","6.2","0","0","0","0","0","0","15","29.2","1.9","0.0%"
"67","Albert Okwuegbunam Jr. (DEN)","15","2.8","11","121","11.0","1","1","0","0","0","0","4","29.1","7.3","0.0%"
"68","MyCole Pruitt (TEN)","8","1.6","5","49","9.8","1","2","0","0","0","0","11","27.9","2.5","1.0%"
"69","Vance McDonald (PIT)","20","3.2","15","99","6.6","0","0","0","0","0","0","14","24.9","1.8","0.0%"
"70","Maxx Williams (ARI)","10","2","8","102","12.8","2","1","0","0","0","0","9","24.2","2.7","0.0%"
"71","Geoff Swaim (TEN)","12","2.4","9","83","9.2","0","1","0","0","0","0","10","23.3","2.3","0.0%"
"72","Darrell Daniels (ARI)","11","2.2","8","92","11.5","2","1","0","0","0","0","12","23.2","1.9","0.0%"
"73","C.J. Uzomah (CIN)","11","2","8","87","10.9","1","1","0","0","0","0","2","22.7","11.4","0.0%"
"74","Blake Bell (DAL)","15","2.7","11","110","10.0","1","0","1","2","0","0","16","22.2","1.4","0.0%"
"75","Troy Fumagalli (DEN)","15","2.9","8","80","10.0","1","1","0","0","0","0","8","22.0","2.8","0.0%"
"76","Lee Smith (BUF)","6","1.2","4","35","8.8","1","2","0","0","0","0","10","19.5","2.0","0.0%"
"77","Stephen Anderson (LAC)","11","1.8","8","106","13.3","1","0","0","0","0","0","16","18.6","1.2","0.0%"
"77","Josh Hill (NO)","10","2","8","46","5.8","0","1","0","0","0","0","14","18.6","1.3","0.0%"
"79","Ryan Griffin (NYJ)","12","2.4","9","86","9.6","1","0","0","0","0","0","15","17.6","1.2","0.0%"
"80","Virgil Green (LAC)","6","1","3","50","16.7","1","1","0","0","0","0","6","14.0","2.3","1.0%"
"81","Luke Stocker (ATL)","11","2.1","7","63","9.0","1","0","0","0","0","0","16","13.3","0.8","4.6%"
"82","Devin Asiasi (NE)","7","1.6","2","39","19.5","1","1","0","0","0","0","8","11.9","1.5","0.0%"
"83","Demetrius Harris (CHI)","14","2.4","7","45","6.4","0","0","0","0","0","0","15","11.5","0.8","0.0%"
"84","Chris Manhertz (CAR)","8","1.6","6","52","8.7","0","0","0","0","0","0","16","11.2","0.7","0.1%"
"85","Deon Yelder (KC)","11","2","7","36","5.1","0","0","0","0","0","0","14","10.6","0.8","0.0%"
"85","Dominique Dafney (GB)","2","0.4","2","26","13.0","0","1","0","0","0","0","5","10.6","2.1","0.0%"
"87","Cethan Carter (CIN)","7","1.4","5","53","10.6","2","0","0","0","0","0","15","10.3","0.7","0.0%"
"87","Nick Keizer (KC)","10","1.8","6","63","10.5","1","0","0","0","0","1","16","10.3","0.6","0.0%"
"89","Levine Toilolo (NYG)","6","1.2","5","46","9.2","0","0","0","0","0","0","16","9.6","0.6","0.0%"
"90","Johnny Mundt (LAR)","4","0.7","4","53","13.3","1","0","0","0","0","0","16","9.3","0.6","0.1%"
"91","Juwan Johnson (NO)","10","2","4","39","9.8","0","0","0","0","0","0","7","7.9","1.1","52.3%"
"92","Colin Thompson (CAR)","2","0.4","1","7","7.0","0","1","0","0","0","0","15","7.7","0.5","0.0%"
"93","Jordan Thomas (NE)","2","0.4","1","3","3.0","0","1","0","0","0","0","6","7.3","1.2","0.0%"
"93","Jason Croom (PHI)","1","0.2","1","3","3.0","0","1","0","0","0","0","4","7.3","1.8","0.0%"
"95","Tanner Hudson (TB)","7","1.3","3","41","13.7","1","0","0","0","0","0","11","7.1","0.6","1.2%"
"96","Charlie Woerner (SF)","4","0.8","3","36","12.0","0","0","0","0","0","0","14","6.6","0.5","0.1%"
"97","Kahale Warring (HOU)","7","1.4","3","35","11.7","1","0","0","0","0","0","7","6.5","0.9","0.0%"
"98","Jaeden Graham (ATL)","5","0.9","3","25","8.3","0","0","0","0","0","0","16","5.5","0.3","0.0%"
"99","Hunter Bryant (DET)","3","0.6","1","44","44.0","1","0","0","0","0","0","5","5.4","1.1","0.0%"
"100","Daniel Brown (NYJ)","2","0.4","2","31","15.5","0","0","0","0","0","0","16","5.1","0.3","0.0%"
"101","Dalton Keene (NE)","5","1.2","3","16","5.3","0","0","0","0","0","0","6","4.6","0.8","0.0%"
"101","Eric Saubert (JAC)","4","0.8","3","16","5.3","0","0","0","0","0","0","8","4.6","0.6","0.9%"
"103","Stephen Carlson (CLE)","2","0.4","1","11","11.0","0","0","0","0","0","0","16","4.1","0.3","0.0%"
"104","Ben Ellefson (JAC)","4","0.7","1","10","10.0","0","0","0","0","0","0","7","4.0","0.6","0.0%"
"105","Colby Parkinson (SEA)","2","0.4","2","16","8.0","0","0","0","0","0","0","6","3.6","0.6","23.2%"
"106","Jake Butt (DEN)","4","0.8","2","5","2.5","0","0","0","0","0","0","5","2.5","0.5","0.1%"
"107","Derek Carrier (LV)","1","0.2","1","14","14.0","0","0","0","0","0","0","16","2.4","0.2","0.0%"
"108","Josiah Deguara (GB)","2","0.4","1","12","12.0","0","0","0","0","0","0","2","2.2","1.1","0.0%"
"108","Blake Jarwin (DAL)","1","0.2","1","12","12.0","0","0","0","0","0","0","1","2.2","2.2","4.0%"
"108","Luke Willson (BAL)","3","0.8","1","12","12.0","0","0","0","0","0","0","8","2.2","0.3","0.0%"
"111","Temarrick Hemingway (WAS)","2","0.4","1","10","10.0","0","0","0","0","0","0","8","2.0","0.3","0.0%"
"112","Jeremy Sprinkle (WAS)","3","0.6","1","6","6.0","0","0","0","0","0","0","16","1.6","0.1","0.0%"
"112","Brandon Dillon (MIN)","1","0.2","1","6","6.0","0","0","0","0","0","0","3","1.6","0.5","0.0%"
"114","Trevon Wesco (NYJ)","2","0.4","1","5","5.0","0","0","1","0","0","0","12","1.5","0.1","0.0%"
"115","Isaac Nauta (DET)","2","0.4","1","3","3.0","0","0","0","0","0","0","7","1.3","0.2","0.0%"
"116","Bruce Miller (JAC)","2","0.4","1","2","2.0","0","0","0","0","0","0","8","1.2","0.2","6.1%"
"116","Marcus Baugh (WAS)","1","0.2","1","2","2.0","0","0","0","0","0","0","8","1.2","0.2","0.0%"
"118","Matt Sokol (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"118","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"118","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"118","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.2%"
"118","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"118","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"118","Hale Hentges (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Antonio Gandy-Golden (WAS)","7","1.2","1","3","3.0","0","0","1","22","0","0","6","0.0","0.0","0.0%"
"118","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Noah Togiai (IND)","1","0.2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"118","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Lawrence Cager (NYJ)","6","1.3","2","35","17.5","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"118","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"118","Tyler Davis (JAC)","2","0.3","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"118","Tommy Stevens (CAR)","0","0","0","0","0","0","0","4","24","0","0","1","0.0","0.0","0.0%"
"118","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"118","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"118","Hakeem Butler (PHI)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"118","Evan Baylis (ARI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"118","Ricky Seals-Jones (KC)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"118","Sean Culkin (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"118","Mason Schreck (CIN)","1","0.2","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"118","Antony Auclair (TB)","1","0.2","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"118","N'Keal Harry (NE)","57","13.8","33","309","9.4","2","2","2","0","0","1","14","0.0","0.0","0.0%"
"118","Kevin Rader (PIT)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"118","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","1.5%"
"118","Eric Tomlinson (BAL)","1","0.3","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"118","Kyle Nelson (SF)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"118","J.P. Holtz (CHI)","1","0.2","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"118","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"118","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Beau Brinkley (TEN)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.2%"
"118","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"118","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"118","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"118","Seth DeValve (ARI)","1","0.2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"118","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
""
""
