"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"43","Davis Allen (LAR)","33","5.7","24","208","8.7","2","3","0","0","0","0","17","62.8","3.7","0.6%"
"45","Isaiah Likely (BAL)","36","8.8","27","307","11.4","4","1","0","0","0","1","14","61.7","4.4","85.5%"
"46","Daniel Bellinger (NYG)","26","5.2","19","286","15.1","4","2","0","0","0","0","16","59.6","3.7","4.5%"
"47","Austin Hooper (NE)","26","5.2","21","263","12.5","6","2","0","0","0","0","16","59.3","3.7","1.9%"
"48","Elijah Higgins (ARI)","37","6.1","30","301","10.0","4","0","0","0","0","1","17","58.1","3.4","2.5%"
"49","Josh Oliver (MIN)","19","3.8","15","160","10.7","2","4","0","0","0","0","15","55.0","3.7","1.2%"
"50","Ja'Tavion Sanders (CAR)","34","6.9","29","190","6.6","0","1","0","0","0","0","13","54.0","4.2","6.4%"
"51","Jackson Hawes (BUF)","19","3.8","16","187","11.7","2","3","0","0","0","0","17","52.7","3.1","1.0%"
"52","Terrance Ferguson (LAR)","25","4.3","11","231","21.0","7","3","1","0","0","0","13","52.1","4.0","25.6%"
"53","Luke Musgrave (GB)","31","6.7","24","252","10.5","5","0","0","0","0","0","17","49.2","2.9","7.8%"
"54","Mitchell Evans (CAR)","25","5","19","171","9.0","2","2","1","1","0","0","17","48.2","2.8","1.1%"
"55","Tanner Hudson (CIN)","24","3.9","19","168","8.8","1","2","0","0","0","0","13","47.8","3.7","1.2%"
"56","Jeremy Ruckert (NYJ)","29","5.9","23","179","7.8","1","1","0","0","0","0","17","46.9","2.8","0.6%"
"57","Adam Trautman (DEN)","23","3.9","20","195","9.8","3","1","0","0","0","0","17","45.5","2.7","0.6%"
"58","Taysom Hill (NO)","16","3","11","91","8.3","0","0","52","114","1","1","13","41.8","3.2","0.8%"
"59","Noah Gray (KC)","37","6.7","21","178","8.5","1","0","0","0","0","0","16","38.8","2.4","6.3%"
"60","Elijah Arroyo (SEA)","26","5.5","15","179","11.9","4","1","0","0","0","1","13","36.9","2.8","10.6%"
"61","Brock Wright (DET)","22","3.9","14","108","7.7","1","2","0","0","0","0","11","36.8","3.3","0.8%"
"62","Charlie Kolar (BAL)","15","3.3","10","142","14.2","2","2","0","0","0","0","17","36.2","2.1","3.6%"
"63","Hunter Long (JAC)","17","2.9","12","85","7.1","0","2","0","0","0","0","9","32.5","3.6","0.6%"
"64","Drew Sample (CIN)","20","3.3","15","106","7.1","1","1","1","3","0","0","17","31.9","1.9","0.6%"
"65","Julian Hill (MIA)","20","4.2","15","140","9.3","1","0","0","0","0","0","14","31.0","2.2","0.6%"
"66","Mo Alie-Cox (IND)","20","4","13","117","9.0","1","1","0","0","0","0","17","30.7","1.8","0.6%"
"67","Luke Farrell (SF)","14","2.7","11","85","7.7","0","2","0","0","0","1","17","29.5","1.7","0.6%"
"68","Ben Sinnott (WAS)","13","2.9","11","114","10.4","2","1","0","0","0","0","16","28.4","1.8","3.4%"
"69","Connor Heyward (PIT)","4","0.8","3","21","7.0","0","1","15","43","2","0","16","27.4","1.7","0.2%"
"70","John Bates (WAS)","16","3.7","11","103","9.4","1","1","0","0","0","0","15","27.3","1.8","0.7%"
"71","Luke Schoonmaker (DAL)","23","3.8","14","132","9.4","1","0","0","0","0","0","17","27.2","1.6","1.0%"
"72","John FitzPatrick (GB)","15","3.1","12","72","6.0","0","1","0","0","0","0","15","25.2","1.7","0.0%"
"73","Ian Thomas (LV)","13","2.6","13","114","8.8","1","0","0","0","0","0","15","24.4","1.6","0.1%"
"74","Brevyn Spann-Ford (DAL)","13","2.4","9","90","10.0","2","1","0","0","0","0","17","24.0","1.4","0.1%"
"75","Andrew Beck (NYJ)","9","1.8","6","45","7.5","0","2","1","5","0","0","17","23.0","1.4","0.2%"
"76","Grant Calcaterra (PHI)","13","2.6","9","76","8.4","0","1","0","0","0","0","15","22.6","1.5","1.0%"
"77","Will Dissly (LAC)","16","3.1","11","97","8.8","0","0","0","0","0","0","9","20.7","2.3","0.6%"
"78","Johnny Mundt (JAC)","19","3.6","9","111","12.3","1","0","0","0","0","0","16","20.1","1.3","0.1%"
"79","Cade Stover (HOU)","16","2.9","12","76","6.3","0","0","4","3","0","0","9","19.9","2.2","1.6%"
"80","Tanner Conner (MIA)","15","3.2","9","91","10.1","1","0","0","0","0","0","9","18.1","2.0","1.2%"
"81","Quintin Morris (JAC)","9","1.7","6","55","9.2","0","1","0","0","0","0","13","17.5","1.3","1.4%"
"82","Tyler Conklin (LAC)","10","2","7","101","14.4","2","0","1","2","0","0","10","17.3","1.7","0.8%"
"83","Nate Adkins (DEN)","11","1.9","6","48","8.0","0","1","0","0","0","0","9","16.8","1.9","1.0%"
"84","Jack Stoll (NO)","11","2.1","6","46","7.7","0","1","0","0","0","0","15","16.6","1.1","0.1%"
"85","Josh Whyle (GB)","6","1.2","5","36","7.2","1","1","0","0","0","0","8","14.6","1.8","0.6%"
"86","Anthony Firkser (DET)","10","1.8","8","53","6.6","0","0","0","0","0","0","7","13.3","1.9","0.0%"
"87","David Martin-Robinson (TEN)","6","1.2","4","30","7.5","0","1","0","0","0","0","15","13.0","0.9","0.0%"
"88","Foster Moreau (NO)","10","1.9","7","59","8.4","0","0","0","0","0","0","11","12.9","1.2","0.7%"
"89","Charlie Woerner (ATL)","9","1.8","8","48","6.0","0","0","0","0","0","0","17","12.8","0.8","0.1%"
"90","Drew Ogletree (IND)","6","1.2","4","27","6.8","0","1","0","0","0","0","15","12.7","0.8","0.6%"
"91","Stone Smartt (NYJ)","9","1.9","7","52","7.4","0","0","0","0","0","0","9","12.2","1.4","1.0%"
"92","Josiah Deguara (ARI)","5","0.9","3","21","7.0","0","1","0","0","0","0","12","11.1","0.9","0.0%"
"93","Kylen Granson (PHI)","9","1.9","7","40","5.7","0","0","0","0","0","0","17","11.0","0.6","1.2%"
"94","Eric Saubert (SEA)","7","1.5","4","31","7.8","0","0","0","0","0","0","11","9.1","0.8","0.9%"
"95","Brenden Bates (CLE)","5","1","4","48","12.0","0","0","0","0","0","0","9","8.8","1.0","0.0%"
"96","Albert Okwuegbunam Jr. (LV)","6","1.2","5","36","7.2","0","0","0","0","0","0","1","8.6","8.6","0.0%"
"97","Devin Culp (TB)","1","0.2","1","6","6.0","0","1","0","0","0","0","11","7.6","0.7","0.7%"
"98","Keleki Latu (BUF)","4","0.8","4","35","8.8","0","0","0","0","0","0","5","7.5","1.5","0.0%"
"99","Durham Smythe (CHI)","6","1.2","4","25","6.3","0","0","0","0","0","0","17","6.5","0.4","0.6%"
"100","Ben Sims (MIN)","6","1.3","3","30","10.0","0","0","0","0","0","0","9","6.0","0.7","0.1%"
"101","James Mitchell (CAR)","3","0.6","3","28","9.3","0","0","0","0","0","0","5","5.8","1.2","0.0%"
"102","Shane Zylstra (DET)","5","0.9","3","20","6.7","0","0","0","0","0","0","5","5.0","1.0","1.1%"
"103","Tip Reiman (ARI)","5","0.9","3","18","6.0","0","0","0","0","0","0","5","4.8","1.0","0.1%"
"104","Tucker Fisk (LAC)","4","0.8","2","19","9.5","0","0","0","0","0","0","10","3.9","0.4","1.2%"
"105","Colson Yankoff (WAS)","3","0.6","2","18","9.0","0","0","0","0","0","0","14","3.8","0.3","1.1%"
"106","Zaire Mitchell-Paden (NO)","3","0.6","2","17","8.5","0","0","0","0","0","0","8","3.7","0.5","1.0%"
"107","Lucas Krull (DEN)","4","0.6","2","15","7.5","0","0","0","0","0","0","4","3.5","0.9","1.0%"
"108","Jelani Woods (NYJ)","4","0.8","1","4","4.0","0","0","0","0","0","0","6","3.4","0.6","2.0%"
"108","Ben Yurosek (MIN)","3","0.6","2","14","7.0","0","0","0","0","0","0","12","3.4","0.3","0.0%"
"110","Sal Cannella (CLE)","5","1","2","11","5.5","0","0","0","0","0","0","2","3.1","1.6","0.0%"
"111","Moliki Matavao (NO)","2","0.4","2","10","5.0","0","0","0","0","0","0","6","3.0","0.5","1.0%"
"112","Harrison Bryant (HOU)","6","1.2","2","7","3.5","0","0","0","0","0","0","12","2.7","0.2","0.0%"
"112","Ross Dwelley (DET)","5","0.9","2","7","3.5","0","0","0","0","0","0","10","2.7","0.3","0.0%"
"112","Cam Grandy (CIN)","2","0.4","2","7","3.5","0","0","0","0","0","0","5","2.7","0.5","0.0%"
"115","Will Mallory (IND)","1","0.2","1","16","16.0","0","0","0","0","0","0","2","2.6","1.3","1.0%"
"116","Blake Whiteheart (CLE)","6","1.2","2","4","2.0","0","0","0","0","0","0","16","2.4","0.2","0.1%"
"117","Payne Durham (TB)","4","0.8","1","11","11.0","0","0","0","0","0","0","17","2.1","0.1","0.6%"
"117","Pharaoh Brown (ARI)","2","0.3","2","1","0.5","0","0","0","0","0","0","7","2.1","0.3","0.0%"
"119","Chris Manhertz (NYG)","2","0.4","1","7","7.0","0","0","0","0","0","0","17","1.7","0.1","0.1%"
"120","Jared Wiley (KC)","1","0.2","1","4","4.0","0","0","0","0","0","0","4","1.4","0.4","1.0%"
"121","Drake Dabney (GB)","2","0.4","1","3","3.0","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"121","Carter Runyon (LV)","1","0.2","1","3","3.0","0","0","0","0","0","0","11","1.3","0.1","0.0%"
"123","Robert Tonyan (KC)","1","0.2","1","1","1.0","0","0","0","0","0","0","16","1.1","0.1","0.0%"
"124","Jack Westover (NE)","2","0.4","1","0","0.0","0","0","0","0","0","0","17","1.0","0.1","0.0%"
"125","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"125","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"125","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.5%"
"125","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Nick Vannett (LAR)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"125","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Giovanni Ricci (DET)","1","0.2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Feleipe Franks (ATL)","0","0","0","0","0","0","0","2","4","0","0","12","0.0","0.0","0.0%"
"125","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Marcedes Lewis (DEN)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"125","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Brayden Willis (SF)","1","0.2","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"125","Patrick Murtagh (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Brady Russell (SEA)","1","0.2","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"125","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"125","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"125","Kenny Yeboah (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","2.9%"
"125","Nikola Kalinic (CHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"125","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"125","Cameron Latu (PHI)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","1.2%"
"125","Zach Davidson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"125","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"125","CJ Dippre (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"125","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"125","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"125","Zach Horton (DET)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"125","Nick Kallerup (SEA)","1","0.2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","1.0%"
""
""
