"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Kyle Pitts Sr. (ATL)","59","15.1","28","356","12.7","5","2","0","0","0","0","10","75.6","7.6","96.0%"
"34","Daniel Bellinger (NYG)","35","7","30","268","8.9","2","2","1","2","1","1","12","75.0","6.3","4.5%"
"35","Jelani Woods (IND)","40","7","25","312","12.5","4","3","0","0","0","0","14","74.2","5.3","2.0%"
"36","Noah Gray (KC)","34","5.7","28","299","10.7","3","1","1","1","1","0","17","70.0","4.1","6.3%"
"37","Colby Parkinson (SEA)","34","6.3","25","322","12.9","5","2","0","0","0","0","14","69.2","4.9","23.2%"
"38","Brock Wright (DET)","24","4.5","18","216","12.0","3","4","0","0","0","0","16","63.6","4.0","0.8%"
"39","Harrison Bryant (CLE)","42","8.4","31","239","7.7","1","1","1","8","0","0","14","61.7","4.4","0.0%"
"40","Trey McBride (ARI)","39","6.2","29","265","9.1","3","1","0","0","0","0","14","61.5","4.4","99.1%"
"41","Kylen Granson (IND)","40","6.8","31","302","9.7","3","0","1","0","0","0","13","61.2","4.7","1.2%"
"42","C.J. Uzomah (NYJ)","27","4.5","21","232","11.0","4","2","0","0","0","0","14","56.2","4.0","0.0%"
"43","Irv Smith Jr. (MIN)","36","5.5","25","182","7.3","0","2","0","0","0","0","8","55.2","6.9","0.0%"
"44","MyCole Pruitt (ATL)","21","5.7","16","150","9.4","2","4","0","0","0","0","10","55.0","5.5","1.0%"
"45","Mo Alie-Cox (IND)","28","4.8","19","189","9.9","1","3","0","0","0","1","14","53.9","3.9","0.6%"
"46","Tommy Tremble (CAR)","32","7.3","19","174","9.2","1","3","0","0","0","1","16","52.4","3.3","1.8%"
"47","Jonnu Smith (NE)","38","7.6","27","245","9.1","3","0","1","5","0","0","12","52.0","4.3","5.9%"
"48","Jake Ferguson (DAL)","22","4.3","19","174","9.2","3","2","0","0","0","0","13","48.4","3.7","90.6%"
"49","Adam Trautman (NO)","22","4.4","18","207","11.5","2","1","0","0","0","0","13","44.7","3.4","0.6%"
"50","Shane Zylstra (DET)","15","2.9","11","60","5.5","0","4","0","0","0","0","11","41.0","3.7","1.1%"
"51","Josh Oliver (BAL)","25","5.1","14","149","10.6","1","2","0","0","0","0","12","40.9","3.4","1.2%"
"52","Ian Thomas (CAR)","30","7","21","197","9.4","1","0","0","0","0","0","14","40.7","2.9","0.1%"
"53","Durham Smythe (MIA)","20","3.8","15","129","8.6","1","1","2","1","1","0","13","40.0","3.1","0.6%"
"54","Peyton Hendershot (DAL)","16","3.1","11","103","9.4","2","2","1","2","1","0","12","39.5","3.3","0.0%"
"55","Johnny Mundt (MIN)","21","3.6","19","140","7.4","0","1","0","0","0","0","13","39.0","3.0","0.1%"
"56","Cameron Brate (TB)","38","5.3","20","174","8.7","1","0","0","0","0","0","9","37.4","4.2","2.0%"
"57","Mitchell Wilcox (CIN)","18","3.1","17","139","8.2","0","1","0","0","0","0","9","36.9","4.1","0.0%"
"58","O.J. Howard (HOU)","23","4.3","10","145","14.5","4","2","0","0","0","0","11","36.5","3.3","0.0%"
"59","Eric Saubert (DEN)","24","4.7","15","148","9.9","3","1","0","0","0","0","14","35.8","2.6","0.9%"
"59","Connor Heyward (PIT)","17","3.1","12","151","12.6","2","1","2","27","0","0","17","35.8","2.1","0.2%"
"61","Zach Gentry (PIT)","23","4.4","19","132","6.9","2","0","0","0","0","0","14","32.2","2.3","0.0%"
"62","John Bates (WAS)","22","4.3","14","108","7.7","1","1","0","0","0","0","10","30.8","3.1","0.7%"
"63","Teagan Quitoriano (HOU)","14","2.6","7","113","16.1","2","2","0","0","0","0","7","30.3","4.3","0.0%"
"64","Jody Fortson Jr. (KC)","13","2.3","9","108","12.0","2","2","0","0","0","1","10","29.8","3.0","0.0%"
"65","Donald Parham Jr. (LAC)","12","1.6","10","130","13.0","2","1","0","0","0","0","6","29.0","4.8","1.0%"
"66","Eric Tomlinson (DEN)","13","2.6","9","79","8.8","0","2","0","0","0","0","9","28.9","3.2","0.0%"
"67","James Mitchell (DET)","11","2.2","11","113","10.3","2","1","0","0","0","0","8","28.3","3.5","0.0%"
"68","Brevin Jordan (HOU)","28","5.1","14","128","9.1","2","0","0","0","0","0","9","26.8","3.0","0.6%"
"69","Marcedes Lewis (GB)","7","1.4","6","66","11.0","1","2","0","0","0","0","7","26.6","3.8","0.0%"
"70","Albert Okwuegbunam Jr. (DEN)","18","3.4","10","95","9.5","1","1","0","0","0","0","6","25.5","4.3","0.0%"
"71","Josiah Deguara (GB)","15","2.9","13","114","8.8","1","0","0","0","0","0","9","24.4","2.7","0.0%"
"72","Geoff Swaim (TEN)","16","3.4","12","58","4.8","0","1","0","0","0","0","12","23.8","2.0","0.0%"
"73","Pharaoh Brown (CLE)","20","3.8","12","117","9.8","1","0","0","0","0","0","9","23.7","2.6","0.0%"
"74","Jack Stoll (PHI)","14","2.8","11","123","11.2","2","0","0","0","0","0","10","23.3","2.3","0.1%"
"75","Tanner Hudson (NYG)","15","3","10","132","13.2","1","0","0","0","0","0","6","23.2","3.9","1.2%"
"76","Dan Arnold (JAC)","13","2.4","9","135","15.0","3","0","0","0","0","0","11","22.5","2.0","0.0%"
"77","Ko Kieft (TB)","10","1.2","7","80","11.4","0","1","0","0","0","0","15","21.0","1.4","0.0%"
"78","Quintin Morris (BUF)","11","2.1","8","84","10.5","1","1","0","0","0","1","9","20.4","2.3","1.4%"
"79","Chris Myarick (NYG)","8","1.6","7","65","9.3","1","1","0","0","0","0","10","19.5","2.0","0.0%"
"79","Ross Dwelley (SF)","5","1","3","105","35.0","2","1","0","0","0","0","6","19.5","3.3","0.0%"
"81","Anthony Firkser (ATL)","13","3.5","9","100","11.1","1","0","0","0","0","0","8","19.0","2.4","0.0%"
"82","Giovanni Ricci (CAR)","9","2","8","100","12.5","1","0","0","0","0","0","11","18.0","1.6","0.0%"
"83","Brycen Hopkins (LAR)","11","2.2","7","109","15.6","2","0","0","0","0","0","7","17.9","2.6","0.0%"
"83","Parker Hesse (ATL)","11","3.1","9","89","9.9","1","0","0","0","0","0","12","17.9","1.5","0.0%"
"85","Tre' McKitty (LAC)","18","2.5","10","72","7.2","0","0","0","0","0","0","13","17.2","1.3","0.0%"
"86","Armani Rogers (WAS)","6","1.2","5","64","12.8","1","0","2","26","0","0","9","14.0","1.6","1.1%"
"87","Grant Calcaterra (PHI)","9","1.8","5","81","16.2","1","0","0","0","0","0","7","13.1","1.9","1.0%"
"88","Andrew Beck (DEN)","11","2.2","5","69","13.8","2","0","2","0","0","0","9","11.9","1.3","0.2%"
"89","Kyle Rudolph (TB)","5","0.5","3","28","9.3","0","1","0","0","0","0","5","11.8","2.4","1.9%"
"90","Nick Vannett (NYG)","9","1.8","6","55","9.2","0","0","0","0","0","0","7","11.5","1.6","0.0%"
"91","Chris Manhertz (JAC)","8","1.4","6","42","7.0","1","0","0","0","0","0","8","10.2","1.3","0.1%"
"92","Blake Bell (KC)","2","0.4","2","20","10.0","0","1","0","0","0","0","2","10.0","5.0","0.0%"
"93","Tyler Kroft (SF)","5","1","4","57","14.3","1","0","0","0","0","0","6","9.7","1.6","0.0%"
"94","Charlie Kolar (BAL)","6","1.3","4","49","12.3","0","0","0","0","0","0","1","8.9","8.9","3.6%"
"95","Luke Farrell (JAC)","4","0.8","4","40","10.0","0","0","0","0","0","0","4","8.0","2.0","0.6%"
"96","Tyler Mabry (SEA)","1","0.2","1","7","7.0","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"97","Tyler Davis (GB)","7","1.4","4","26","6.5","1","0","0","0","0","0","11","6.6","0.6","0.0%"
"97","Stephen Sullivan (CAR)","6","1.4","2","46","23.0","1","0","0","0","0","0","9","6.6","0.7","0.0%"
"97","Ryan Griffin (CHI)","8","2.4","4","26","6.5","0","0","0","0","0","0","10","6.6","0.7","0.0%"
"97","Trevon Wesco (CHI)","4","1.2","2","26","13.0","1","0","0","0","0","0","6","6.6","1.1","0.0%"
"101","Stone Smartt (LAC)","5","0.6","4","17","4.3","0","0","0","0","0","0","3","5.7","1.9","1.0%"
"102","Ben Ellefson (MIN)","3","0.5","3","26","8.7","0","0","0","0","0","0","2","5.6","2.8","0.0%"
"103","Kendall Blanton (LAR)","2","0.4","2","35","17.5","1","0","0","0","0","0","2","5.5","2.8","0.0%"
"104","Jesper Horsted (LV)","4","0.7","3","19","6.3","0","0","0","0","0","0","5","4.9","1.0","0.0%"
"105","Maxx Williams (ARI)","3","0.5","3","18","6.0","0","0","0","0","0","0","3","4.8","1.6","0.0%"
"106","Cole Turner (WAS)","9","1.8","2","23","11.5","0","0","0","0","0","0","7","4.3","0.6","1.0%"
"107","Stephen Anderson (ARI)","7","1.2","3","9","3.0","0","0","0","0","0","0","9","3.9","0.4","0.0%"
"108","Sean McKeon (DAL)","3","0.6","2","11","5.5","0","0","0","0","0","0","3","3.1","1.0","0.0%"
"109","Mason Schreck (HOU)","2","0.4","2","6","3.0","0","0","0","0","0","0","2","2.6","1.3","0.0%"
"110","Devin Asiasi (CIN)","4","0.7","2","5","2.5","0","0","0","0","0","0","5","2.5","0.5","0.0%"
"111","Drew Sample (CIN)","2","0.4","2","-2","-1.0","0","0","0","0","0","0","2","1.8","0.9","0.6%"
"111","Jeremy Ruckert (NYJ)","2","0.4","1","8","8.0","0","0","0","0","0","0","3","1.8","0.6","0.6%"
"113","Tommy Sweeney (BUF)","1","0.2","1","7","7.0","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"114","Jacob Harris (LAR)","1","0.2","1","6","6.0","0","0","0","0","0","0","3","1.6","0.5","0.0%"
"115","Richard Rodgers (LAC)","4","0.5","1","4","4.0","0","0","0","0","0","0","3","1.4","0.5","0.0%"
"116","Kevin Rader (TEN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"116","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"116","Matt Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"116","N'Keal Harry (CHI)","9","2.7","7","116","16.6","1","1","0","0","0","0","6","0.0","0.0","0.0%"
"116","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"116","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.5%"
"116","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"116","Hunter Long (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.6%"
"116","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"116","Miller Forristall (CLE)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Feleipe Franks (ATL)","2","0","0","0","0","0","0","1","0","0","0","7","0.0","0.0","0.0%"
"116","Charlie Woerner (SF)","2","0.4","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.1%"
"116","Noah Togiai (PHI)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Lawrence Cager (NYG)","19","3.8","13","118","9.1","1","1","0","0","0","0","6","0.0","0.0","0.0%"
"116","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"116","Nick Boyle (BAL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"116","Beau Brinkley (ATL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.2%"
"116","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"116","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"116","Chris Pierce Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Jake Tonges (CHI)","1","0.3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.6%"
"116","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Nikola Kalinic (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Tanner Conner (MIA)","3","0.6","0","0","0","0","0","0","0","0","0","5","0.0","0.0","1.2%"
"116","Austin Allen (NYG)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
""
""
