"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"224","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"224","John Brown (JAC)","3","0.6","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"224","Allen Hurns (MIA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"224","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Landen Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Michael Bandy (LAC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"224","Dillon Stoner (LV)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"224","Jalen Camp (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","1.1%"
"224","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"224","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","2.5%"
"224","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"224","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"224","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"224","Quinton Bell (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"224","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Isaiah Coulter (CHI)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Matt Cole (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","John Hightower (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"224","Antonio Gandy-Golden (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"224","Tyrie Cleveland (DEN)","1","0.2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"224","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"263","Alex Bachman (NYG)","0","0","0","0","0","0","0","1","-3","0","0","2","-0.3","-0.2","0.0%"
"264","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
"264","Travis Benjamin (SF)","5","1","0","0","0","0","0","0","0","0","1","5","-2.0","-0.4","1.0%"
"266","Diontae Spencer (DEN)","4","0.8","1","-3","-3.0","0","0","0","0","0","2","15","-3.3","-0.2","0.0%"
""
""
