"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"77","Olamide Zaccheaus (ATL)","53","9.5","31","406","13.1","4","3","1","2","0","0","15","89.8","6.0","4.7%"
"78","Kenny Golladay (NYG)","76","13.4","37","521","14.1","5","0","0","0","0","0","14","89.1","6.4","4.0%"
"79","Tre'Quan Smith (NO)","50","10.5","32","377","11.8","6","3","0","0","0","0","10","87.7","8.8","0.0%"
"80","Allen Robinson II (CHI)","66","12.6","38","410","10.8","5","1","0","0","0","0","12","87.0","7.3","1.4%"
"80","Marquez Valdes-Scantling (GB)","55","9.8","26","430","16.5","8","3","0","0","0","0","11","87.0","7.9","0.7%"
"82","DeAndre Carter (WAS)","44","8.3","24","296","12.3","5","3","10","89","0","0","17","86.5","5.1","0.0%"
"82","Freddie Swain (SEA)","40","8.2","25","343","13.7","6","4","5","32","0","0","17","86.5","5.1","0.0%"
"84","Jerry Jeudy (DEN)","56","11.1","38","467","12.3","7","0","2","3","0","0","10","85.0","8.5","41.1%"
"85","Henry Ruggs III (LV)","36","6.1","24","469","19.5","9","2","3","16","0","0","7","84.5","12.1","7.6%"
"86","Nico Collins (HOU)","60","11.7","33","446","13.5","8","1","0","0","0","0","14","83.6","6.0","99.3%"
"87","Devin Duvernay (BAL)","47","7.8","33","272","8.2","1","2","7","50","0","0","16","83.2","5.2","0.6%"
"88","Kadarius Toney (NYG)","57","10.1","39","420","10.8","5","0","3","6","0","0","9","82.4","9.2","1.1%"
"88","Laquon Treadwell (JAC)","51","8.9","33","434","13.2","6","1","0","0","0","0","12","82.4","6.9","0.0%"
"90","Jauan Jennings (SF)","38","7.6","24","282","11.8","4","5","0","0","0","0","13","82.2","6.3","41.0%"
"91","Josh Reynolds (DET)","49","9","29","396","13.7","6","2","0","0","0","0","11","80.6","7.3","1.1%"
"92","Julio Jones (TEN)","48","9.2","31","434","14.0","4","1","0","0","0","0","10","80.4","8.0","1.3%"
"93","Adam Humphries (WAS)","62","11.6","41","383","9.3","4","0","0","0","0","0","17","79.3","4.7","0.0%"
"94","Keelan Cole Sr. (NYJ)","51","8.6","28","449","16.0","7","1","0","0","0","0","14","78.9","5.6","0.0%"
"95","Jalen Reagor (PHI)","57","12","33","299","9.1","4","2","10","32","0","0","17","78.1","4.6","0.0%"
"96","Sterling Shepard (NYG)","53","9.4","36","366","10.2","4","1","1","-9","0","0","7","77.7","11.1","1.0%"
"97","Jamal Agnew (JAC)","39","6.8","24","229","9.5","4","1","7","111","1","0","12","76.0","6.3","0.0%"
"98","DeSean Jackson (LV)","34","5.7","20","454","22.7","6","2","1","4","0","1","14","75.8","5.4","0.6%"
"99","T.Y. Hilton (IND)","37","7.4","23","331","14.4","4","3","0","0","0","0","10","74.1","7.4","1.6%"
"100","Tyler Johnson (TB)","55","7.5","36","360","10.0","4","0","0","0","0","0","16","72.0","4.5","1.1%"
"101","Calvin Ridley (ATL)","52","9.3","31","281","9.1","3","2","0","0","0","0","5","71.1","14.2","33.0%"
"102","Sammy Watkins (BAL)","49","8.4","27","394","14.6","6","1","0","0","0","1","11","70.4","6.4","0.0%"
"103","Demarcus Robinson (KC)","41","6.3","25","264","10.6","3","3","0","0","0","0","15","69.4","4.6","1.0%"
"104","Danny Amendola (HOU)","38","7.4","24","248","10.3","4","3","0","0","0","0","8","68.8","8.6","0.0%"
"105","Darius Slayton (NYG)","58","10.2","26","339","13.0","4","2","1","-13","0","1","13","68.6","5.3","8.6%"
"106","Ray-Ray McCloud III (PIT)","66","10.1","39","277","7.1","2","0","2","15","0","1","16","66.2","4.1","0.6%"
"107","James Washington (PIT)","44","7.1","24","285","11.9","4","2","2","13","0","0","15","65.8","4.4","0.0%"
"108","Chester Rogers (TEN)","43","8.3","30","301","10.0","3","1","1","9","0","1","16","65.0","4.1","0.0%"
"109","Damiere Byrd (CHI)","38","7.3","26","329","12.7","3","1","0","0","0","1","11","64.9","5.9","0.0%"
"110","Chris Conley (HOU)","37","7.4","22","323","14.7","5","2","1","3","0","1","14","64.6","4.6","0.0%"
"111","Mack Hollins (MIA)","28","4.8","14","223","15.9","4","4","0","0","0","0","16","60.3","3.8","6.8%"
"112","Antoine Wesley (ARI)","32","5.6","19","208","10.9","4","3","0","0","0","0","8","57.8","7.2","0.0%"
"113","Rashard Higgins (CLE)","47","9.4","24","275","11.5","1","1","0","0","0","0","12","57.5","4.8","0.0%"
"114","Marquise Goodwin (CHI)","40","7.9","20","313","15.7","5","1","2","-1","0","0","14","57.2","4.1","0.0%"
"115","Chris Moore (HOU)","22","4.4","21","227","10.8","4","2","0","0","0","0","10","55.7","5.6","0.0%"
"116","Isaiah McKenzie (BUF)","26","4.2","20","178","8.9","1","1","9","47","1","1","15","52.5","3.5","0.0%"
"117","Ashton Dulin (IND)","22","4.4","13","173","13.3","2","2","3","32","0","0","16","51.5","3.2","0.1%"
"118","Tavon Austin (JAC)","38","6.5","24","213","8.9","2","1","3","21","0","1","12","51.4","4.3","0.6%"
"119","Lil'Jordan Humphrey (NO)","18","3.8","13","249","19.2","6","2","0","0","0","0","8","49.9","6.2","1.1%"
"120","Quintez Cephus (DET)","22","4","15","204","13.6","5","2","0","0","0","0","5","49.4","9.9","0.0%"
"121","Brandon Zylstra (CAR)","25","4.1","18","250","13.9","4","1","0","0","0","0","12","49.0","4.1","0.0%"
"122","Cam Sims (WAS)","23","4.4","15","211","14.1","2","2","1","7","0","0","12","48.8","4.1","0.0%"
"123","Tajae Sharpe (ATL)","37","6.9","25","230","9.2","0","0","0","0","0","0","14","48.0","3.4","0.0%"
"123","Albert Wilson (MIA)","39","6.3","25","213","8.5","1","0","4","17","0","0","10","48.0","4.8","0.0%"
"125","Malik Turner (DAL)","16","2.7","12","149","12.4","1","3","0","0","0","0","7","44.9","6.4","0.0%"
"126","Cyril Grayson Jr. (TB)","12","1.6","10","212","21.2","4","2","1","14","0","0","3","44.6","14.9","0.0%"
"127","John Ross (NYG)","20","3.7","11","224","20.4","3","1","1","16","0","0","9","41.0","4.6","0.1%"
"128","Isaiah Ford (MIA)","17","3","12","161","13.4","2","2","0","0","0","0","10","40.1","4.0","0.0%"
"129","Jakeem Grant Sr. (CHI)","17","3.3","11","132","12.0","2","2","5","33","0","3","15","39.5","2.6","0.0%"
"130","Kendall Hinton (DEN)","23","4.6","15","175","11.7","2","1","0","0","0","0","11","38.5","3.5","0.0%"
"131","James Proche II (BAL)","20","3.5","16","202","12.6","2","0","0","0","0","0","7","36.2","5.2","0.0%"
"132","JuJu Smith-Schuster (PIT)","28","4.3","15","129","8.6","1","0","3","9","1","0","5","34.8","7.0","0.8%"
"133","Greg Ward (PHI)","11","2.2","7","95","13.6","1","3","0","0","0","0","10","34.6","3.5","0.0%"
"134","Noah Brown (DAL)","25","4","16","184","11.5","3","0","0","0","0","0","10","34.4","3.4","0.7%"
"134","DJ Chark Jr. (JAC)","22","3.8","7","154","22.0","3","2","0","0","0","0","3","34.4","11.5","1.3%"
"136","Breshad Perriman (TB)","18","2.5","11","167","15.2","3","1","1","-3","0","0","5","33.4","6.7","0.0%"
"136","Anthony Schwartz (CLE)","23","4.6","10","135","13.5","1","1","6","39","0","0","13","33.4","2.6","0.0%"
"138","Terrace Marshall Jr. (CAR)","30","5.1","17","138","8.1","1","0","0","0","0","0","12","32.8","2.7","0.6%"
"139","Mohamed Sanu Sr. (SF)","24","4.8","15","177","11.8","1","0","0","0","0","0","8","32.7","4.1","0.0%"
"140","Parris Campbell (IND)","20","4","10","162","16.2","3","1","0","0","0","0","6","32.2","5.4","0.1%"
"141","KhaDarel Hodge (DET)","27","5","13","157","12.1","2","0","0","0","0","0","12","30.7","2.6","1.2%"
"142","Ihmir Smith-Marsette (MIN)","6","1","5","116","23.2","2","2","0","0","0","0","6","28.6","4.8","1.0%"
"143","N'Keal Harry (NE)","22","4.3","12","184","15.3","3","0","0","0","0","1","10","28.4","2.8","0.0%"
"144","Dee Eskridge (SEA)","20","4","10","64","6.4","0","1","4","59","0","0","8","28.3","3.5","0.0%"
"145","Dyami Brown (WAS)","25","4.7","12","165","13.8","3","0","1","-4","0","0","10","28.1","2.8","1.3%"
"146","Dante Pettis (NYG)","16","2.9","10","87","8.7","1","1","0","0","0","0","3","25.3","8.4","1.0%"
"147","Marcus Johnson (TEN)","19","3.7","9","160","17.8","3","0","2","-2","0","0","7","24.8","3.5","0.0%"
"148","Ben Skowronek (LAR)","20","3.2","11","133","12.1","2","0","0","0","0","0","12","24.3","2.0","0.1%"
"149","Trent Sherfield Sr. (SF)","20","4","9","87","9.7","0","1","0","0","0","0","12","23.7","2.0","0.0%"
"150","Collin Johnson (NYG)","21","3.8","11","105","9.5","0","0","0","0","0","0","8","21.5","2.7","0.0%"
"151","Denzel Mims (NYJ)","23","3.9","8","133","16.6","3","0","0","0","0","0","10","21.3","2.1","0.0%"
"152","Trinity Benson (DET)","22","3.9","10","103","10.3","2","0","0","0","0","0","7","20.3","2.9","0.0%"
"153","Equanimeous St. Brown (GB)","17","3.2","9","98","10.9","1","0","3","14","0","0","12","20.2","1.7","0.0%"
"153","Kristian Wilkerson (NE)","8","1.5","4","42","10.5","1","2","0","0","0","0","1","20.2","20.2","1.0%"
"155","Jeff Smith (NYJ)","17","3","8","113","14.1","1","0","1","-1","0","0","9","19.2","2.1","0.0%"
"156","Scotty Miller (TB)","9","1.1","5","38","7.6","0","0","2","43","1","0","6","19.1","3.2","0.1%"
"157","Kenny Stills (NO)","23","4.9","6","68","11.3","1","1","1","1","0","0","7","18.9","2.7","0.0%"
"158","Tom Kennedy (DET)","10","1.9","6","54","9.0","0","0","0","0","0","0","7","18.4","2.6","0.1%"
"159","Phillip Dorsett II (HOU)","14","2.7","7","110","15.7","2","0","1","0","0","0","5","18.0","3.6","0.1%"
"160","Dede Westbrook (MIN)","15","2.6","10","68","6.8","0","0","0","0","0","0","15","16.8","1.1","0.0%"
"161","Shi Smith (CAR)","11","1.9","6","104","17.3","1","0","1","-3","0","0","5","16.1","3.2","0.0%"
"162","Dez Fitzpatrick (TEN)","8","1.5","5","49","9.8","0","1","0","0","0","0","3","15.9","5.3","0.0%"
"163","Dax Milne (WAS)","14","2.7","9","83","9.2","1","0","1","1","0","1","9","15.4","1.7","0.0%"
"164","Anthony Miller (PIT)","12","2.3","6","25","4.2","0","1","0","0","0","0","3","14.5","4.8","0.0%"
"165","Josh Gordon (KC)","14","2.5","5","32","6.4","0","1","0","0","0","0","9","14.2","1.6","0.1%"
"166","Chris Hogan (NO)","8","1.6","4","41","10.3","0","1","0","0","0","0","5","14.1","2.8","0.0%"
"167","Preston Williams (MIA)","16","2.7","6","71","11.8","2","0","1","7","0","0","6","13.8","2.3","0.0%"
"168","Penny Hart (SEA)","12","2.4","7","59","8.4","0","0","0","0","0","0","12","12.9","1.1","0.0%"
"168","Auden Tate (CIN)","4","0.8","3","39","13.0","0","1","0","0","0","0","5","12.9","2.6","0.0%"
"170","KJ Hamler (DEN)","10","2","5","74","14.8","2","0","0","0","0","0","3","12.4","4.1","0.0%"
"171","Juwann Winfree (GB)","13","2.4","8","58","7.3","0","0","0","0","0","1","5","11.8","2.4","0.0%"
"172","Jaelon Darden (TB)","12","1.5","6","43","7.2","1","0","1","11","0","0","9","11.4","1.3","0.0%"
"173","Cameron Batson (TEN)","5","1","2","15","7.5","0","1","2","15","0","0","4","11.0","2.8","0.0%"
"174","Ja'Marcus Bradley (CLE)","4","0.8","4","64","16.0","1","0","0","0","0","0","4","10.4","2.6","0.0%"
"175","Mike Thomas (CIN)","11","2.2","5","52","10.4","0","0","0","0","0","0","7","10.2","1.5","0.0%"
"176","Dezmon Patmon (IND)","4","0.8","2","21","10.5","0","1","0","0","0","0","4","10.1","2.5","0.0%"
"177","Curtis Samuel (WAS)","9","1.7","6","27","4.5","0","0","4","11","0","0","5","9.8","2.0","1.1%"
"178","C.J. Board (NYG)","6","1.1","4","51","12.8","1","0","1","6","0","0","6","9.7","1.6","0.0%"
"179","Amari Rodgers (GB)","8","1.4","4","45","11.3","0","0","1","11","0","0","16","9.6","0.6","1.0%"
"180","William Fuller V (MIA)","8","1.3","4","26","6.5","0","0","0","0","0","0","2","8.6","4.3","0.0%"
"180","Jason Moore Jr. (LAC)","4","0.6","3","56","18.7","1","0","0","0","0","0","1","8.6","8.6","0.0%"
"182","Alex Erickson (CAR)","4","0.8","3","55","18.3","1","0","0","0","0","0","17","8.5","0.5","0.0%"
"183","Andre Roberts (LAC)","2","0.4","1","35","35.0","1","0","3","19","0","2","16","8.4","0.5","0.0%"
"184","Cody White (PIT)","6","1","5","33","6.6","0","0","0","0","0","0","6","8.3","1.4","0.1%"
"185","Willie Snead IV (CAR)","8","1.5","4","38","9.5","0","0","0","0","0","0","7","7.8","1.1","0.0%"
"186","Pharoh Cooper (NYG)","11","2.1","4","33","8.3","0","0","1","3","0","0","8","7.6","1.0","0.0%"
"187","Cody Hollister (TEN)","7","1.4","4","33","8.3","0","0","0","0","0","0","3","7.3","2.4","0.0%"
"188","Greg Dortch (ARI)","3","0.6","3","15","5.0","0","0","1","24","0","0","5","6.9","1.4","1.5%"
"189","D.J. Montgomery (NYJ)","6","1","3","36","12.0","0","0","0","0","0","0","2","6.6","3.3","0.0%"
"190","Christian Blake (ATL)","10","1.9","4","25","6.3","0","0","0","0","0","0","10","6.5","0.7","0.0%"
"191","Trent Taylor (CIN)","3","0.6","2","41","20.5","1","0","0","0","0","0","4","6.1","1.5","0.0%"
"192","Brandon Powell (LAR)","0","0","0","0","0","0","0","0","0","0","0","6","6.0","1.0","1.4%"
"192","Gunner Olszewski (NE)","3","0.6","2","31","15.5","1","0","1","9","0","0","16","6.0","0.4","0.6%"
"192","KJ Hill Jr. (LAC)","3","0.5","3","30","10.0","0","0","0","0","0","0","6","6.0","1.0","0.0%"
"195","J.J. Arcega-Whiteside (PHI)","5","1","2","36","18.0","1","0","0","0","0","0","7","5.6","0.8","0.0%"
"196","Trenton Irwin (CIN)","5","0.9","2","34","17.0","1","0","0","0","0","0","5","5.4","1.1","0.0%"
"197","Jake Kumerow (BUF)","6","1.1","2","28","14.0","0","0","0","0","0","0","7","4.8","0.7","0.0%"
"197","Kevin White (NO)","5","1","1","38","38.0","1","0","0","0","0","0","4","4.8","1.2","0.0%"
"199","Keith Kirkwood (CAR)","7","1.3","3","17","5.7","0","0","0","0","0","0","3","4.7","1.6","0.0%"
"200","Michael Strachan (IND)","3","0.6","2","26","13.0","0","0","0","0","0","0","2","4.6","2.3","0.0%"
"201","Seth Williams (DEN)","1","0.2","1","34","34.0","1","0","0","0","0","0","1","4.4","4.4","0.0%"
"201","Marcus Kemp (KC)","5","1","2","24","12.0","0","0","0","0","0","0","12","4.4","0.4","0.0%"
"203","Dazz Newsome (CHI)","5","1","2","23","11.5","0","0","0","0","0","0","3","4.3","1.4","0.0%"
"203","Tylan Wallace (BAL)","6","1","2","23","11.5","0","0","0","0","0","0","10","4.3","0.4","0.6%"
"205","David Sills V (NYG)","6","1.1","2","17","8.5","0","0","0","0","0","0","4","3.7","0.9","0.0%"
"206","Tyron Billy-Johnson (LV)","5","0.9","2","16","8.0","0","0","0","0","0","0","7","3.6","0.5","0.0%"
"207","Tyrell Williams (DET)","3","0.5","2","14","7.0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"207","Stanley Morgan Jr. (CIN)","4","0.8","2","11","5.5","0","0","1","3","0","0","11","3.4","0.3","0.0%"
"209","C.J. Saunders (CAR)","2","0.3","2","11","5.5","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"210","Jaydon Mickens (JAC)","3","0.5","2","10","5.0","0","0","0","0","0","0","12","3.0","0.3","0.0%"
"211","Davion Davis (HOU)","3","0.6","1","17","17.0","0","0","0","0","0","0","2","2.7","1.4","0.0%"
"212","Frank Darby (ATL)","4","0.7","1","14","14.0","0","0","0","0","0","0","4","2.4","0.6","0.0%"
"213","Andy Isabella (ARI)","1","0.2","1","13","13.0","0","0","0","0","0","0","3","2.3","0.8","0.0%"
"213","Kirk Merritt (MIA)","3","0.5","1","13","13.0","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"215","Tarik Black (NYJ)","2","0.3","1","10","10.0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"215","Marvin Hall (ATL)","1","0.2","1","10","10.0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"217","Tommylee Lewis (MIA)","2","0.3","1","7","7.0","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"218","Miles Boykin (BAL)","1","0.2","1","6","6.0","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"219","Keke Coutee (IND)","1","0.2","1","5","5.0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"219","Easop Winston Jr. (NO)","1","0.2","1","5","5.0","0","0","0","0","0","0","3","1.5","0.5","0.0%"
"221","Malik Taylor (GB)","3","0.5","2","14","7.0","0","0","0","0","0","1","7","1.4","0.2","0.0%"
"222","Racey McMath (TEN)","6","1.2","2","8","4.0","0","0","0","0","0","1","6","0.8","0.1","0.0%"
"223","Maurice Ffrench (LAC)","0","0","0","0","0","0","0","1","3","0","0","2","0.3","0.2","0.0%"
"224","Geronimo Allison (DET)","2","0.4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Devin Smith (JAC)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Ty Montgomery II (NO)","26","5.4","16","95","5.9","1","0","15","44","0","0","14","0.0","0.0","0.0%"
"224","Vyncint Smith (NYJ)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Damion Ratley (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","River Cracraft (SF)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"224","Daurice Fountain (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Jordan Veasy (HOU)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"224","Rodney Adams (CHI)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Ryan Switzer (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","David Moore (GB)","2","0.4","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.8%"
"224","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"224","Justin Hardee Sr. (NYJ)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","1.0%"
