"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"217","Emeka Emezie (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Kirk Merritt (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Malik Turner (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Stanley Morgan Jr. (CIN)","1","0.2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"217","Quinton Bell (ATL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"217","Trinity Benson (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Alex Bachman (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"250","KaVontae Turpin (DAL)","2","0.4","1","9","9.0","0","0","3","17","0","2","17","-0.4","0.0","6.5%"
"251","Chester Rogers (CLE)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
""
""
