"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"26","Zay Jones (JAC)","121","21","82","823","10.0","7","5","4","18","0","0","16","198.1","12.4","1.0%"
"27","JuJu Smith-Schuster (KC)","101","16.6","78","933","12.0","9","3","0","0","0","2","16","185.3","11.6","0.8%"
"28","Diontae Johnson (PIT)","147","26.8","86","882","10.3","7","0","7","25","0","0","17","180.7","10.6","1.0%"
"29","Jakobi Meyers (NE)","96","19","67","804","12.0","14","6","2","-11","0","2","14","180.3","12.9","86.7%"
"30","Adam Thielen (MIN)","107","16.6","70","716","10.2","7","6","1","4","0","0","17","180.0","10.6","3.5%"
"31","Drake London (ATL)","117","29.7","72","866","12.0","10","4","0","0","0","3","17","178.6","10.5","99.0%"
"32","Mike Williams (LAC)","93","13.7","63","895","14.2","11","4","0","0","0","0","13","176.5","13.6","1.2%"
"33","Curtis Samuel (WAS)","92","17.4","64","656","10.3","10","4","38","187","1","1","17","176.3","10.4","1.1%"
"34","Tyler Boyd (CIN)","83","13.9","59","776","13.2","10","6","0","0","0","0","17","175.5","10.3","1.2%"
"35","Allen Lazard (GB)","100","18.6","60","788","13.1","13","6","2","0","0","0","15","174.8","11.7","0.7%"
"36","Gabe Davis (BUF)","93","16.9","48","836","17.4","11","7","0","0","0","1","15","171.6","11.4","0.6%"
"37","Joshua Palmer (LAC)","107","15.7","72","769","10.7","7","3","1","4","0","0","16","169.3","10.6","1.6%"
"38","Deebo Samuel Sr. (SF)","94","18.8","56","632","11.3","7","2","42","232","3","2","13","168.4","13.0","37.5%"
"39","Donovan Peoples-Jones (CLE)","96","19.2","61","839","13.8","14","3","1","2","0","1","17","167.1","9.8","0.0%"
"40","George Pickens (PIT)","84","15.3","52","801","15.4","17","4","3","24","1","0","17","166.5","9.8","98.9%"
"41","Christian Watson (GB)","66","12.3","41","611","14.9","8","7","7","80","2","0","14","164.1","11.7","91.8%"
"42","Keenan Allen (LAC)","89","12.9","66","752","11.4","7","4","1","8","0","1","10","164.0","16.4","12.2%"
"43","Courtland Sutton (DEN)","109","20.2","64","829","13.0","11","2","1","5","0","0","15","159.4","10.6","91.9%"
"44","Hollywood Brown (ARI)","107","16.8","67","709","10.6","9","3","1","1","0","0","12","156.0","13.0","9.4%"
"45","K.J. Osborn (MIN)","90","14","60","650","10.8","6","5","3","6","0","0","17","155.6","9.2","1.4%"
"46","Mack Hollins (LV)","94","16.7","57","690","12.1","9","4","4","40","0","0","17","154.2","9.1","6.8%"
"47","DeAndre Hopkins (ARI)","96","15.1","64","717","11.2","8","3","0","0","0","1","9","151.7","16.9","0.7%"
"48","Parris Campbell (IND)","91","15.7","63","623","9.9","7","3","5","58","0","0","17","149.1","8.8","0.1%"
"49","Brandin Cooks (HOU)","93","17","57","699","12.3","13","3","2","7","0","0","13","145.6","11.2","0.7%"
"50","Richie James Jr. (NYG)","70","14","57","569","10.0","3","4","2","6","0","3","16","132.5","8.3","0.0%"
"51","Jahan Dotson (WAS)","61","11.5","35","523","14.9","10","7","2","-7","0","0","12","130.6","10.9","5.7%"
"52","Darius Slayton (NYG)","71","14.2","46","724","15.7","12","2","0","0","0","1","15","128.4","8.6","8.6%"
"53","Russell Gage Jr. (TB)","70","9.7","51","426","8.4","3","5","0","0","0","1","13","123.6","9.5","0.0%"
"54","Marquez Valdes-Scantling (KC)","81","13.3","42","687","16.4","13","2","1","-3","0","0","17","122.4","7.2","0.7%"
"55","Isaiah McKenzie (BUF)","66","11.8","42","423","10.1","4","4","9","55","1","0","16","119.8","7.5","0.0%"
"56","Marvin Jones Jr. (JAC)","81","13.9","46","529","11.5","6","3","0","0","0","0","16","116.9","7.3","0.0%"
"57","Kalif Raymond (DET)","64","11.7","47","616","13.1","10","0","7","36","0","1","17","116.2","6.8","1.2%"
"58","Devin Duvernay (BAL)","49","10.5","37","407","11.0","6","3","12","84","1","0","14","116.1","8.3","0.6%"
"59","Robert Woods (TEN)","91","20.8","53","527","9.9","3","2","0","0","0","1","17","115.7","6.8","1.2%"
"60","Chris Moore (HOU)","74","13.2","48","548","11.4","9","2","3","3","0","0","15","115.1","7.7","0.0%"
"61","Noah Brown (DAL)","74","13.8","43","555","12.9","6","3","0","0","0","1","16","114.5","7.2","0.7%"
"62","Greg Dortch (ARI)","64","10.2","52","467","9.0","5","2","7","44","0","1","16","113.1","7.1","1.5%"
"63","DeAndre Carter (LAC)","65","9.4","46","538","11.7","10","3","2","-15","0","2","17","112.3","6.6","0.0%"
"63","Alec Pierce (IND)","78","13.5","41","593","14.5","8","2","0","0","0","0","16","112.3","7.0","90.7%"
"65","Olamide Zaccheaus (ATL)","61","15.5","40","533","13.3","9","3","2","7","0","1","17","110.0","6.5","4.7%"
"66","Michael Gallup (DAL)","74","13.7","39","424","10.9","4","4","0","0","0","0","14","105.4","7.5","1.1%"
"67","Chase Claypool (CHI)","79","17.4","46","451","9.8","7","1","9","59","0","1","15","105.0","7.0","1.1%"
"68","Josh Reynolds (DET)","59","10.6","38","479","12.6","8","3","0","0","0","0","12","103.9","8.7","1.1%"
"69","Demarcus Robinson (BAL)","75","16","48","458","9.5","4","2","0","0","0","1","16","103.8","6.5","1.0%"
"70","DeVante Parker (NE)","47","9.3","31","539","17.4","10","3","0","0","0","0","13","102.9","7.9","0.0%"
"71","Romeo Doubs (GB)","67","12.4","42","425","10.1","7","3","1","11","0","1","13","101.6","7.8","75.9%"
"72","Darnell Mooney (CHI)","61","17","40","493","12.3","7","2","1","2","0","0","11","101.5","9.2","21.0%"
"73","Rashid Shaheed (NO)","34","6.8","28","488","17.4","6","2","4","57","1","0","12","100.5","8.4","46.8%"
"74","Isaiah Hodgins (NYG)","48","9.6","37","392","10.6","4","4","0","0","0","1","9","100.2","11.1","0.1%"
"75","DJ Chark Jr. (DET)","52","9.4","30","502","16.7","9","3","0","0","0","0","11","98.2","8.9","1.3%"
"76","Corey Davis (NYJ)","64","11","32","536","16.8","7","2","0","0","0","0","13","97.6","7.5","0.0%"
"77","Nico Collins (HOU)","66","11.8","37","481","13.0","8","2","0","0","0","0","10","97.1","9.7","99.3%"
"78","Treylon Burks (TEN)","54","12.4","33","444","13.5","8","1","4","47","0","0","11","94.1","8.6","2.8%"
"79","Mecole Hardman Jr. (KC)","34","5.8","25","297","11.9","5","4","4","31","2","0","8","93.8","11.7","0.6%"
"80","Marquise Goodwin (SEA)","42","7.7","27","387","14.3","9","4","2","5","0","0","13","90.2","6.9","0.0%"
"81","Kendrick Bourne (NE)","48","9.6","35","434","12.4","6","1","6","39","0","0","16","88.3","5.5","3.6%"
"82","Elijah Moore (NYJ)","65","11.1","37","446","12.1","8","1","5","5","0","0","16","88.1","5.5","0.6%"
"83","Allen Robinson II (LAR)","52","10.4","33","339","10.3","3","3","0","0","0","0","10","84.9","8.5","1.4%"
"84","Quez Watkins (PHI)","51","10.2","33","354","10.7","5","3","3","1","0","1","17","84.5","5.0","0.1%"
"85","Ben Skowronek (LAR)","61","12.2","39","376","9.6","5","0","1","17","1","0","14","84.3","6.0","0.1%"
"86","Trent Sherfield Sr. (MIA)","51","9.3","30","417","13.9","5","2","0","0","0","0","16","83.7","5.2","0.0%"
"87","Terrace Marshall Jr. (CAR)","47","10.9","28","490","17.5","10","1","0","0","0","0","13","83.0","6.4","0.6%"
"88","Nick Westbrook-Ikhine (TEN)","50","11.6","25","397","15.9","5","3","0","0","0","0","16","82.7","5.2","1.5%"
"89","Jauan Jennings (SF)","56","11.2","35","416","11.9","3","1","0","0","0","0","16","82.6","5.2","41.0%"
"90","Randall Cobb (GB)","50","9.3","34","417","12.3","7","1","0","0","0","0","13","81.7","6.3","2.6%"
"91","Hunter Renfrow (LV)","50","9","36","330","9.2","3","2","0","0","0","1","10","79.0","7.9","1.5%"
"92","Van Jefferson (LAR)","44","8.8","24","369","15.4","7","3","0","0","0","0","10","78.9","7.9","1.0%"
"93","Nelson Agholor (NE)","53","10.5","31","362","11.7","6","2","0","0","0","2","15","75.2","5.0","1.0%"
"94","Laviska Shenault Jr. (CAR)","32","7.3","27","272","10.1","3","1","9","65","1","0","13","72.7","5.6","0.0%"
"95","Jamal Agnew (JAC)","30","5.4","23","187","8.1","1","3","12","86","0","0","15","72.3","4.8","0.0%"
"96","Julio Jones (TB)","43","6.1","24","299","12.5","3","2","5","45","0","0","10","70.4","7.0","1.3%"
"97","Tyquan Thornton (NE)","45","9","22","247","11.2","4","2","3","16","1","0","12","66.3","5.5","6.3%"
"98","Dante Pettis (CHI)","41","11.6","19","245","12.9","2","3","2","37","0","0","17","65.2","3.8","1.0%"
"99","Equanimeous St. Brown (CHI)","38","10.7","21","323","15.4","5","1","6","54","0","0","16","64.7","4.0","0.0%"
"100","Tutu Atwell (LAR)","35","6.9","18","298","16.6","5","1","9","34","1","0","13","63.2","4.9","2.5%"
"100","Trenton Irwin (CIN)","23","3.9","15","231","15.4","3","4","1","11","0","0","9","63.2","7.0","0.0%"
"102","A.J. Green (ARI)","47","7.3","24","236","9.8","1","2","0","0","0","0","13","61.6","4.7","0.7%"
"102","Shi Smith (CAR)","41","9.7","22","296","13.5","6","2","0","0","0","1","17","61.6","3.6","0.0%"
"104","Jarvis Landry (NO)","39","7.8","25","272","10.9","2","1","0","0","0","0","9","60.2","6.7","7.1%"
"105","Justin Watson (KC)","34","5.7","15","315","21.0","6","2","0","0","0","0","17","58.5","3.4","1.0%"
"106","Ray-Ray McCloud III (SF)","25","5","14","243","17.4","5","1","4","78","1","0","17","58.1","3.4","0.6%"
"107","Braxton Berrios (NYJ)","32","5.6","18","145","8.1","2","0","9","91","2","0","17","57.7","3.4","0.6%"
"108","Kadarius Toney (KC)","20","3.4","16","171","10.7","4","2","7","82","1","1","9","57.3","6.4","1.1%"
"109","Kendall Hinton (DEN)","33","6.3","24","311","13.0","5","0","2","13","0","0","11","56.4","5.1","0.0%"
"110","Rashod Bateman (BAL)","28","6.1","15","285","19.0","5","2","0","0","0","1","6","53.5","8.9","12.3%"
"111","Tre'Quan Smith (NO)","27","5.4","19","278","14.6","4","1","0","0","0","0","10","52.8","5.3","0.0%"
"112","Robbie Chosen (ARI)","44","9.2","20","282","14.1","3","1","0","0","0","1","12","52.2","4.4","0.0%"
"113","Damiere Byrd (ATL)","23","6.1","13","268","20.6","3","2","0","0","0","0","12","51.8","4.3","0.0%"
"114","Phillip Dorsett II (HOU)","40","7.2","20","257","12.9","5","1","0","0","0","0","15","51.7","3.4","0.1%"
"115","Wan'Dale Robinson (NYG)","31","6.3","23","227","9.9","0","1","2","-1","0","0","6","51.6","8.6","82.2%"
"116","Michael Thomas (NO)","22","4.4","16","171","10.7","2","3","0","0","0","0","3","51.1","17.0","0.7%"
"117","Brandon Powell (LAR)","32","6.4","24","156","6.5","0","0","17","80","0","0","17","47.6","2.8","1.4%"
"118","Sammy Watkins (BAL)","27","5.2","16","325","20.3","7","0","0","0","0","1","9","46.5","5.2","0.0%"
"119","David Bell (CLE)","35","7","24","214","8.9","1","0","0","0","0","0","16","45.4","2.8","0.0%"
"120","Skyy Moore (KC)","33","5.7","22","250","11.4","2","0","3","24","0","3","16","43.4","2.7","0.9%"
"121","Ashton Dulin (IND)","22","3.7","15","207","13.8","2","1","2","8","0","0","10","42.5","4.3","0.1%"
"122","Scotty Miller (TB)","40","5.6","23","185","8.0","2","0","1","8","0","0","12","42.3","3.5","0.1%"
"123","KhaDarel Hodge (ATL)","20","5.3","13","202","15.5","2","1","0","0","0","0","14","41.2","2.9","1.2%"
"124","Amari Rodgers (HOU)","25","4.7","16","204","12.8","3","1","2","7","0","2","15","39.1","2.6","1.0%"
"125","Marquez Callaway (NO)","32","6.4","16","158","9.9","2","1","0","0","0","0","10","37.8","3.8","0.0%"
"126","Zach Pascal (PHI)","19","3.8","15","150","10.0","2","1","1","0","0","0","15","36.0","2.4","0.0%"
"127","Byron Pringle (CHI)","16","4.7","10","135","13.5","3","2","0","0","0","0","10","35.5","3.6","0.0%"
"128","Sterling Shepard (NYG)","24","4.8","13","154","11.8","1","1","0","0","0","0","3","34.4","11.5","1.0%"
"129","Khalil Shakir (BUF)","20","3.9","10","161","16.1","4","1","0","0","0","0","10","34.1","3.4","70.1%"
"130","Velus Jones Jr. (CHI)","14","4","7","107","15.3","2","1","9","103","1","3","11","34.0","3.1","0.9%"
"131","Jalen Nailor (MIN)","13","2.2","9","179","19.9","3","1","0","0","0","0","8","32.9","4.1","30.2%"
"132","Dyami Brown (WAS)","14","2.8","5","143","28.6","2","2","1","15","0","0","9","32.8","3.6","1.3%"
"133","Steven Sims Jr. (PIT)","23","4.2","14","104","7.4","1","0","13","70","0","0","12","31.4","2.6","0.0%"
"134","River Cracraft (MIA)","14","2.6","9","102","11.3","1","2","0","0","0","0","8","31.2","3.9","0.0%"
"135","Lawrence Cager (NYG)","19","3.8","13","118","9.1","1","1","0","0","0","0","6","30.8","5.1","0.0%"
"136","Keelan Cole Sr. (LV)","21","4","10","141","14.1","3","1","0","0","0","0","12","30.1","2.5","0.0%"
"137","Denzel Mims (NYJ)","25","4.3","11","186","16.9","2","0","0","0","0","0","9","29.6","3.3","0.0%"
"138","Jalen Reagor (MIN)","13","2.3","8","104","13.0","2","1","4","25","0","0","17","26.9","1.6","0.0%"
"139","Cedrick Wilson Jr. (MIA)","18","3.4","12","136","11.3","2","0","1","8","0","0","13","26.4","2.0","1.1%"
"140","KJ Hamler (DEN)","14","2.7","7","165","23.6","3","0","2","23","0","0","7","25.8","3.7","0.0%"
"141","N'Keal Harry (CHI)","9","2.7","7","116","16.6","1","1","0","0","0","0","6","24.6","4.1","0.0%"
"142","DeSean Jackson (BAL)","17","3.4","9","153","17.0","2","0","0","0","0","0","7","24.3","3.5","0.6%"
"143","Breshad Perriman (TB)","19","2.6","9","110","12.2","2","1","2","-7","0","1","8","23.3","2.9","0.0%"
"144","Tom Kennedy (DET)","15","2.7","8","141","17.6","2","0","0","0","0","0","7","22.1","3.2","0.1%"
"145","David Sills V (NYG)","17","3.4","11","106","9.6","1","0","0","0","0","0","7","21.6","3.1","0.0%"
"146","Jeff Smith (NYJ)","11","2.1","8","134","16.8","2","0","0","0","0","0","7","21.4","3.1","0.0%"
"147","Kenny Golladay (NYG)","17","3.4","6","81","13.5","1","1","0","0","0","0","6","20.1","3.4","4.0%"
"148","Samori Toure (GB)","10","1.8","5","82","16.4","2","1","0","0","0","0","4","19.2","4.8","0.0%"
"149","T.Y. Hilton (DAL)","10","1.8","7","121","17.3","2","0","0","0","0","0","3","19.1","6.4","1.6%"
"150","Marcus Johnson (NYG)","22","4.4","9","99","11.0","0","0","0","0","0","0","8","18.9","2.4","0.0%"
"150","Michael Bandy (LAC)","21","3","10","89","8.9","2","0","0","0","0","0","8","18.9","2.4","1.0%"
"152","Anthony Schwartz (CLE)","10","2","4","51","12.8","0","0","4","57","1","1","7","18.8","2.7","0.0%"
"153","Cam Sims (WAS)","18","3.6","8","89","11.1","1","0","0","0","0","0","13","16.9","1.3","0.0%"
"154","Dax Milne (WAS)","7","1.4","6","37","6.2","0","1","0","0","0","0","15","15.7","1.0","0.0%"
"155","Jameson Williams (DET)","9","1.7","1","41","41.0","1","1","1","40","0","0","6","15.1","2.5","95.1%"
"156","Brandon Johnson (DEN)","14","2.5","6","42","7.0","0","1","0","0","0","1","5","14.2","2.8","1.1%"
"157","Dee Eskridge (SEA)","13","2.5","7","58","8.3","0","0","2","10","0","0","9","13.8","1.5","0.0%"
"158","Jalen Virgil (DEN)","5","1","2","75","37.5","1","1","0","0","0","1","7","13.5","1.9","1.0%"
"159","James Proche II (BAL)","17","3.5","8","62","7.8","0","0","0","0","0","0","12","13.2","1.1","0.0%"
"160","Gunner Olszewski (PIT)","7","1.3","5","53","10.6","1","0","8","39","0","1","15","12.2","0.8","0.6%"
"161","Jamison Crowder (BUF)","13","2.3","6","60","10.0","0","0","0","0","0","0","4","12.0","3.0","1.0%"
"162","Kyle Philips (TEN)","13","3","8","78","9.8","2","0","0","0","0","2","4","11.8","3.0","0.0%"
"163","Trent Taylor (CIN)","10","1.7","6","62","10.3","1","0","4","15","0","1","16","11.7","0.7","0.0%"
"164","Andre Baccellia (ARI)","10","1.6","7","45","6.4","0","0","0","0","0","0","7","11.5","1.6","0.0%"
"165","Freddie Swain (DEN)","6","1.2","4","74","18.5","1","0","0","0","0","0","3","11.4","3.8","0.0%"
"166","John Brown (BUF)","2","0.4","1","42","42.0","1","1","0","0","0","0","2","11.2","5.6","0.0%"
"167","Deven Thompkins (TB)","10","1.3","5","32","6.4","0","0","2","26","0","0","5","10.8","2.2","1.0%"
"168","Jake Kumerow (BUF)","7","1.3","4","64","16.0","1","0","0","0","0","0","5","10.4","2.1","0.0%"
"169","Laquon Treadwell (SEA)","10","1.9","6","42","7.0","0","0","0","0","0","0","3","10.2","3.4","0.0%"
"170","Cole Beasley (BUF)","8","1.3","6","35","5.8","0","0","0","0","0","0","5","9.5","1.9","0.0%"
"171","Kevin White (NO)","5","1","2","74","37.0","1","0","0","0","0","0","6","9.4","1.6","0.0%"
"172","Michael Woods II (CLE)","10","2","5","45","9.0","0","0","1","-5","0","0","8","9.0","1.1","1.0%"
"173","Michael Strachan (IND)","9","1.5","3","59","19.7","2","0","0","0","0","0","6","8.9","1.5","0.0%"
"174","Chris Conley (TEN)","7","1.5","4","46","11.5","1","0","0","0","0","0","4","8.6","2.2","0.0%"
"175","Jalen Guyton (LAC)","4","0.5","2","64","32.0","1","0","0","0","0","0","2","8.4","4.2","0.0%"
"175","Cody Hollister (TEN)","5","1.1","3","54","18.0","2","0","0","0","0","0","6","8.4","1.4","0.0%"
"177","Mike Thomas (CIN)","10","1.7","2","38","19.0","1","0","0","0","0","0","5","7.8","1.6","0.0%"
"178","Tylan Wallace (BAL)","7","1.4","4","33","8.3","0","0","0","0","0","0","8","7.3","0.9","0.6%"
"179","Racey McMath (TEN)","8","1.9","2","40","20.0","1","0","1","4","0","0","4","6.4","1.6","0.0%"
"180","Tim Jones (JAC)","4","0.8","3","30","10.0","1","0","0","0","0","0","7","6.0","0.9","0.0%"
"181","Simi Fehoko (DAL)","4","0.8","3","24","8.0","0","0","0","0","0","0","3","5.4","1.8","1.0%"
"182","Montrell Washington (DEN)","9","1.8","4","2","0.5","0","0","5","30","0","1","15","5.2","0.3","1.0%"
"183","Penny Hart (SEA)","4","0.8","3","20","6.7","0","0","0","0","0","0","4","5.0","1.3","0.0%"
"184","Jaelon Darden (CLE)","2","0.2","2","26","13.0","1","0","1","2","0","0","14","4.8","0.3","0.0%"
"184","Tyrie Cleveland (DEN)","7","1.4","2","28","14.0","0","0","0","0","0","0","5","4.8","1.0","0.0%"
"186","Daylen Baldwin (CLE)","2","0.4","2","25","12.5","0","0","0","0","0","0","1","4.5","4.5","1.5%"
"186","Bryan Edwards (ATL)","5","1.4","3","15","5.0","0","0","0","0","0","0","4","4.5","1.1","0.0%"
"188","Dezmon Patmon (IND)","6","1","2","24","12.0","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"188","Dareke Young (SEA)","2","0.4","2","24","12.0","0","0","0","0","0","0","8","4.4","0.6","0.6%"
"190","Andy Isabella (BAL)","5","0.8","2","21","10.5","0","0","1","1","0","0","4","4.2","1.1","0.0%"
"191","Pharoh Cooper (ARI)","2","0.3","2","6","3.0","0","0","4","15","0","0","5","4.1","0.8","0.0%"
"191","Cade Johnson (SEA)","4","0.8","2","21","10.5","0","0","0","0","0","0","2","4.1","2.1","0.0%"
"193","Lil'Jordan Humphrey (NE)","4","0.8","2","20","10.0","0","0","0","0","0","0","4","4.0","1.0","1.1%"
"194","Keith Kirkwood (NO)","4","0.8","2","18","9.0","0","0","0","0","0","0","3","3.8","1.3","0.0%"
"195","Dennis Houston (DAL)","6","1.1","2","16","8.0","0","0","0","0","0","0","2","3.6","1.8","0.6%"
"196","Quintez Cephus (DET)","3","0.5","2","15","7.5","0","0","0","0","0","0","3","3.5","1.2","0.0%"
"197","Nsimba Webster (CHI)","3","0.8","2","14","7.0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"198","Austin Trammell (LAR)","4","0.8","2","13","6.5","0","0","0","0","0","0","2","3.3","1.7","0.0%"
"199","Jalen Tolbert (DAL)","3","0.6","2","12","6.0","0","0","0","0","0","0","3","3.2","1.1","7.3%"
"200","Miles Boykin (PIT)","3","0.6","2","11","5.5","0","0","0","0","0","0","10","3.1","0.3","0.0%"
"201","Danny Gray (SF)","7","1.4","1","10","10.0","0","0","1","9","0","0","7","2.9","0.4","0.0%"
"202","Juwann Winfree (GB)","4","0.8","1","17","17.0","0","0","0","0","0","0","3","2.7","0.9","0.0%"
"203","DJ Turner (LV)","1","0.2","0","0","0","0","0","4","26","0","0","6","2.6","0.4","1.0%"
"204","Frank Darby (ATL)","1","0.3","1","15","15.0","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"205","Tyron Billy-Johnson (HOU)","1","0.2","1","8","8.0","0","0","0","0","0","0","2","1.8","0.9","0.0%"
"206","Maurice Alexander (DET)","1","0.2","1","7","7.0","0","0","0","0","0","0","3","1.7","0.6","2.4%"
"206","Braylon Sanders (MIA)","3","0.6","2","17","8.5","0","0","0","0","0","1","2","1.7","0.9","0.0%"
"206","Jalen Camp (HOU)","1","0.2","1","7","7.0","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"209","C.J. Board (TEN)","1","0.2","1","6","6.0","0","0","0","0","0","0","4","1.6","0.4","0.0%"
"210","Jason Moore Jr. (LAC)","2","0.3","1","5","5.0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"211","Mason Kinsey (TEN)","1","0.2","1","3","3.0","0","0","0","0","0","0","2","1.3","0.7","0.1%"
"211","Deonte Harty (NO)","2","0.4","2","13","6.5","0","0","0","0","0","1","4","1.3","0.3","0.0%"
"211","Erik Ezukanma (MIA)","1","0.2","1","3","3.0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"214","Cody White (PIT)","1","0.2","1","2","2.0","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"215","Keke Coutee (IND)","1","0.2","1","20","20.0","1","0","0","0","0","1","7","1.0","0.1","0.0%"
"216","Ihmir Smith-Marsette (CHI)","4","1.2","1","15","15.0","0","0","1","-1","0","1","4","0.4","0.1","1.0%"
"217","Rashard Higgins (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Alex Erickson (WAS)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Ty Montgomery II (NE)","4","0.8","3","15","5.0","0","1","2","-2","0","0","1","0.0","0.0","0.0%"
"217","James Washington (DAL)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Brandon Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Marken Michel (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Justin Hardee Sr. (NYJ)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","1.0%"
"217","Marcus Kemp (KC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"217","Tanner Gentry (BUF)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Andre Roberts (CAR)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"217","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"217","Albert Wilson (LV)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"217","Josh Gordon (TEN)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"217","Raleigh Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"217","Lance McCutcheon (LAR)","5","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.0%"
"217","Josh Ali (ATL)","1","0.3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"217","Jacob Harris (LAR)","1","0.2","1","6","6.0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"217","Avery Williams (ATL)","14","3.8","13","61","4.7","0","0","22","109","1","1","17","0.0","0.0","1.1%"
"217","Tay Martin (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"217","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","0.6%"
"217","Stanley Berryhill III (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
