"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"85","Brandon Johnson (DEN)","30","6.1","19","284","14.9","6","4","0","0","0","0","11","73.4","6.7","1.1%"
"86","DeVante Parker (NE)","55","10.2","33","394","11.9","6","0","0","0","0","0","13","72.4","5.6","0.0%"
"87","Tre Tucker (LV)","34","6.5","19","331","17.4","6","2","10","77","0","0","16","71.8","4.5","27.3%"
"88","Marvin Mims Jr. (DEN)","33","6.6","22","377","17.1","6","1","9","30","0","2","16","70.7","4.4","14.6%"
"89","Cedrick Wilson Jr. (MIA)","38","6.7","22","296","13.5","5","3","0","0","0","0","11","69.6","6.3","1.1%"
"90","Chris Moore (TEN)","35","7","22","424","19.3","9","0","2","39","0","0","17","68.3","4.0","0.0%"
"91","Brandon Powell (MIN)","44","7.4","29","324","11.2","6","1","5","17","0","1","17","67.1","3.9","1.4%"
"92","Greg Dortch (ARI)","41","7.7","24","280","11.7","3","2","1","5","0","0","16","64.5","4.0","1.5%"
"93","Trenton Irwin (CIN)","32","5.4","25","316","12.6","7","1","0","0","0","0","12","62.6","5.2","0.0%"
"94","Allen Robinson II (PIT)","49","10","34","280","8.2","2","0","0","0","0","0","15","62.0","4.1","1.4%"
"95","JuJu Smith-Schuster (NE)","47","8.7","29","260","9.0","3","1","0","0","0","0","11","61.0","5.5","0.8%"
"96","A.T. Perry (NO)","18","3","12","246","20.5","5","4","0","0","0","0","8","60.6","7.6","1.6%"
"97","Jalin Hyatt (NYG)","40","8","23","373","16.2","7","0","0","0","0","0","17","60.3","3.5","3.7%"
"98","Allen Lazard (NYJ)","49","8.8","23","311","13.5","5","1","0","0","0","0","14","60.1","4.3","0.7%"
"99","Isaiah Hodgins (NYG)","33","6.6","21","230","11.0","1","3","0","0","0","1","14","60.0","4.3","0.1%"
"100","KaVontae Turpin (DAL)","18","3.2","12","127","10.6","2","3","11","110","1","0","16","59.7","3.7","6.5%"
"101","Jalen Tolbert (DAL)","36","6.1","22","268","12.2","3","2","0","0","0","1","17","58.8","3.5","7.3%"
"102","Xavier Gipson (NYJ)","38","7","21","229","10.9","4","0","8","68","1","2","17","58.7","3.5","1.1%"
"103","Braxton Berrios (MIA)","33","6.2","27","238","8.8","1","1","1","11","0","0","16","57.9","3.6","0.6%"
"104","Jake Bobo (SEA)","25","4.8","19","196","10.3","3","2","1","3","1","0","17","56.9","3.3","0.6%"
"105","Marquez Valdes-Scantling (KC)","42","7","21","315","15.0","5","1","0","0","0","1","16","56.5","3.5","0.7%"
"106","Skyy Moore (KC)","38","6.3","21","244","11.6","3","1","3","23","0","0","14","53.7","3.8","0.9%"
"107","Kadarius Toney (KC)","38","6.4","27","169","6.3","0","1","11","31","0","0","13","53.0","4.1","1.1%"
"108","Calvin Austin III (PIT)","30","6","17","180","10.6","1","1","11","57","1","0","17","52.7","3.1","4.7%"
"109","Jauan Jennings (SF)","33","6.7","19","265","13.9","4","1","0","0","0","0","13","51.5","4.0","41.0%"
"110","Andrei Iosivas (CIN)","25","4.3","15","116","7.7","0","4","0","0","0","0","16","50.6","3.2","8.1%"
"111","Mike Williams (LAC)","26","4.2","19","249","13.1","4","1","1","3","0","0","3","50.2","16.7","1.2%"
"112","David Bell (CLE)","23","3.8","14","167","11.9","3","3","0","0","0","0","15","48.7","3.2","0.0%"
"113","Hunter Renfrow (LV)","37","7.2","25","255","10.2","3","0","0","0","0","1","14","48.5","3.5","1.5%"
"114","Lil'Jordan Humphrey (DEN)","19","3.8","13","162","12.5","1","3","0","0","0","0","11","47.2","4.3","1.1%"
"115","Bo Melton (GB)","24","4.3","16","218","13.6","3","1","3","21","0","0","5","45.9","9.2","0.6%"
"116","Alex Erickson (LAC)","29","4.7","16","232","14.5","4","1","0","0","0","0","8","45.2","5.7","0.0%"
"117","Cedric Tillman (CLE)","44","7.3","21","224","10.7","1","0","1","8","0","0","14","44.2","3.2","2.2%"
"118","Mack Hollins (ATL)","30","6","18","251","13.9","3","0","0","0","0","0","11","43.1","3.9","6.8%"
"119","Van Jefferson (ATL)","43","8.2","20","209","10.5","1","0","1","4","0","0","15","41.3","2.8","1.0%"
"120","Jamal Agnew (JAC)","21","3.4","14","225","16.1","2","1","4","-2","0","1","11","40.3","3.7","0.0%"
"121","Deonte Harty (BUF)","21","4.1","15","150","10.0","2","1","4","0","0","1","16","40.0","2.5","0.0%"
"122","Treylon Burks (TEN)","30","6.1","16","221","13.8","4","0","5","18","0","0","11","39.9","3.6","2.8%"
"123","Parker Washington (JAC)","21","3.6","16","132","8.3","0","2","0","0","0","1","9","39.2","4.4","88.4%"
"124","Scotty Miller (ATL)","16","3.2","11","161","14.6","2","2","0","0","0","0","12","39.1","3.3","0.1%"
"125","Olamide Zaccheaus (PHI)","20","4","10","164","16.4","4","2","0","0","0","0","11","38.4","3.5","4.7%"
"126","KhaDarel Hodge (ATL)","23","4.6","14","232","16.6","3","0","1","0","0","0","17","37.2","2.2","1.2%"
"127","Julio Jones (PHI)","19","3.8","11","74","6.7","1","3","0","0","0","0","8","36.4","4.6","1.3%"
"128","Jamison Crowder (WAS)","20","3.4","16","159","9.9","1","1","0","0","0","1","16","35.9","2.2","1.0%"
"128","Tyler Scott (CHI)","32","6.4","17","168","9.9","1","0","7","41","0","1","17","35.9","2.1","3.1%"
"130","Derius Davis (LAC)","17","2.9","15","66","4.4","0","0","14","101","0","1","17","35.7","2.1","0.6%"
"131","Quez Watkins (PHI)","21","4.1","15","142","9.5","0","1","0","0","0","0","5","35.2","7.0","0.1%"
"132","Dyami Brown (WAS)","23","4","12","168","14.0","2","1","1","0","0","0","16","35.0","2.2","1.3%"
"133","Deven Thompkins (TB)","25","4.5","17","83","4.9","1","1","8","56","0","1","17","34.9","2.1","1.0%"
"134","Malik Heath (GB)","24","4.5","15","125","8.3","0","1","0","0","0","0","13","33.5","2.6","1.0%"
"135","Terrace Marshall Jr. (CAR)","33","6.3","19","139","7.3","0","0","0","0","0","0","8","32.9","4.1","0.6%"
"136","Ihmir Smith-Marsette (CAR)","10","2","8","51","6.4","0","0","8","74","1","0","17","32.5","1.9","1.0%"
"137","John Metchie III (HOU)","30","5.6","16","158","9.9","1","0","1","4","0","0","16","32.2","2.0","2.5%"
"138","Kyle Philips (TEN)","22","4.6","15","181","12.1","4","0","0","0","0","1","8","31.1","3.9","0.0%"
"139","Ronnie Bell (SF)","13","2.7","6","68","11.3","1","3","0","0","0","0","13","30.8","2.4","0.0%"
"140","Parris Campbell (NYG)","27","5.4","20","104","5.2","0","0","0","0","0","0","10","30.4","3.0","0.1%"
"141","Donovan Peoples-Jones (DET)","25","4.5","13","155","11.9","2","0","0","0","0","0","14","28.5","2.0","0.0%"
"141","Jalen Reagor (NE)","23","4.4","7","138","19.7","3","0","1","17","0","0","9","28.5","3.2","0.0%"
"141","Ray-Ray McCloud III (SF)","15","3","12","135","11.3","2","0","3","30","0","0","12","28.5","2.4","0.6%"
"144","Byron Pringle (WAS)","22","3.7","14","161","11.5","1","0","0","0","0","1","13","28.1","2.2","0.0%"
"145","Tyquan Thornton (NE)","23","4.3","13","91","7.0","0","0","3","51","0","0","9","27.2","3.0","6.3%"
"146","River Cracraft (MIA)","12","2.3","9","121","13.4","2","1","0","0","0","0","6","27.1","4.5","0.0%"
"147","Mecole Hardman Jr. (KC)","24","4","15","124","8.3","1","0","1","3","0","1","7","25.7","3.7","0.6%"
"148","Trent Sherfield Sr. (BUF)","22","4.3","11","86","7.8","0","1","0","0","0","0","11","25.6","2.3","0.0%"
"149","Jalen Guyton (LAC)","21","3.4","10","89","8.9","0","1","0","0","0","0","7","24.9","3.6","0.0%"
"150","Robbie Chosen (MIA)","6","1.2","4","126","31.5","2","1","0","0","0","0","6","22.6","3.8","0.0%"
"151","Lynn Bowden Jr. (NO)","16","2.9","11","83","7.5","0","0","5","32","0","0","8","22.5","2.8","0.0%"
"152","Xavier Hutchinson (HOU)","19","3.4","8","90","11.3","1","0","5","49","0","0","15","21.9","1.5","2.1%"
"153","Chase Claypool (MIA)","21","4.3","8","77","9.6","1","1","0","0","0","0","11","21.7","2.0","1.1%"
"154","Laviska Shenault Jr. (CAR)","10","2","10","60","6.0","0","0","12","55","0","0","8","21.5","2.7","0.0%"
"154","Ben Skowronek (LAR)","12","2.3","8","66","8.3","1","1","2","9","0","0","13","21.5","1.7","0.1%"
"156","Charlie Jones (CIN)","9","1.5","7","64","9.1","1","0","2","13","0","0","11","20.7","1.9","0.6%"
"157","David Moore (TB)","7","1.4","5","94","18.8","1","1","0","0","0","0","6","20.4","3.4","0.8%"
"158","Sterling Shepard (NYG)","22","4.4","10","57","5.7","0","1","1","6","0","1","10","20.3","2.0","1.0%"
"159","Richie James Jr. (KC)","14","2.3","10","114","11.4","1","0","0","0","0","1","9","19.4","2.2","0.0%"
"160","Tim Jones (JAC)","18","3","11","83","7.5","0","0","0","0","0","0","10","19.3","1.9","0.0%"
"161","Randall Cobb (NYJ)","17","3.1","5","39","7.8","0","1","0","0","0","0","9","16.9","1.9","2.6%"
"162","Isaiah McKenzie (IND)","14","2.5","11","82","7.5","1","0","3","14","0","2","13","16.6","1.3","0.0%"
"162","Jason Brownlee (NYJ)","8","1.5","5","56","11.2","1","1","0","0","0","0","4","16.6","4.2","0.0%"
"164","Samori Toure (GB)","18","3.3","8","78","9.8","1","0","0","0","0","1","8","15.8","2.0","0.0%"
"165","Keith Kirkwood (NO)","9","1.7","5","37","7.4","0","1","0","0","0","0","7","14.7","2.1","0.0%"
"166","D.J. Montgomery (IND)","8","1.4","3","56","18.7","1","1","0","0","0","0","7","14.6","2.1","0.0%"
"167","Marquise Goodwin (CLE)","13","2.1","4","67","16.8","1","0","4","33","0","0","10","14.0","1.4","0.0%"
"168","Lawrence Cager (NYG)","5","1","4","36","9.0","0","1","0","0","0","0","5","13.6","2.7","0.0%"
"169","Jalen Brooks (DAL)","6","1.1","6","64","10.7","1","0","0","0","0","0","7","12.4","1.8","0.6%"
"170","Justyn Ross (KC)","11","2","6","53","8.8","1","0","0","0","0","0","10","11.3","1.1","0.0%"
"171","Equanimeous St. Brown (CHI)","6","1.2","5","62","12.4","1","0","0","0","0","0","5","11.2","2.2","0.0%"
"172","Velus Jones Jr. (CHI)","7","1.4","4","20","5.0","0","0","8","51","0","0","13","11.1","0.9","0.9%"
"173","Rakim Jarrett (TB)","9","1.7","4","60","15.0","1","0","1","0","0","0","10","10.0","1.0","3.7%"
"174","Chris Conley (SF)","6","1.3","3","69","23.0","1","0","0","0","0","0","1","9.9","9.9","0.0%"
"175","DeAndre Carter (LV)","7","1.4","4","39","9.8","0","0","3","18","0","0","17","9.7","0.6","0.0%"
"176","Keelan Doss (LAC)","13","2.1","6","33","5.5","0","0","0","0","0","0","2","9.3","4.7","0.0%"
"177","Tyler Johnson (LAR)","3","0.5","2","8","4.0","0","1","0","0","0","0","1","8.8","8.8","1.1%"
"178","Britain Covey (PHI)","6","1.2","4","42","10.5","1","0","0","0","0","0","15","8.2","0.5","0.6%"
"179","Tylan Wallace (BAL)","2","0.4","1","11","11.0","0","0","0","0","0","0","9","8.1","0.9","0.6%"
"180","Simi Fehoko (LAC)","2","0.3","1","9","9.0","0","1","0","0","0","0","2","7.9","4.0","1.0%"
"181","Devin Duvernay (BAL)","9","1.8","4","18","4.5","0","0","4","15","0","0","13","7.3","0.6","0.6%"
"182","Elijah Cooks (JAC)","4","0.7","3","38","12.7","1","0","0","0","0","0","4","6.8","1.7","0.0%"
"183","Marvin Jones Jr. (DET)","10","1.9","5","35","7.0","0","0","0","0","0","1","5","6.5","1.3","0.0%"
"184","Zach Pascal (ARI)","15","2.8","4","19","4.8","0","0","0","0","0","0","10","5.9","0.6","0.0%"
"184","Jalen Nailor (MIN)","6","1","3","29","9.7","0","0","0","0","0","0","6","5.9","1.0","30.2%"
"186","Steven Sims Jr. (HOU)","3","0.6","3","25","8.3","1","0","1","1","0","0","3","5.6","1.9","0.0%"
"187","Michael Strachan (CAR)","3","0.6","1","45","45.0","1","0","0","0","0","0","2","5.5","2.8","0.0%"
"188","Austin Trammell (LAR)","7","1.3","4","29","7.3","0","0","0","0","0","1","15","4.9","0.3","0.0%"
"188","Trishton Jackson (MIN)","4","0.7","2","9","4.5","0","0","0","0","0","0","2","4.9","2.5","0.0%"
"190","Miles Boykin (PIT)","4","0.8","3","17","5.7","0","0","0","0","0","0","8","4.7","0.6","0.0%"
"191","Kayshon Boutte (NE)","7","1.3","2","19","9.5","0","0","0","0","0","0","5","3.9","0.8","27.6%"
"192","Willie Snead IV (SF)","3","0.6","2","14","7.0","0","0","0","0","0","0","2","3.4","1.7","0.0%"
"193","Malik Taylor (NYJ)","4","0.8","2","13","6.5","0","0","0","0","0","0","3","3.3","1.1","0.0%"
"194","Gunner Olszewski (NYG)","1","0.2","1","0","0.0","0","0","0","0","0","2","12","3.0","0.3","0.6%"
"195","Laquon Treadwell (BAL)","3","0.6","1","16","16.0","0","0","0","0","0","0","3","2.6","0.9","0.0%"
"196","Erik Ezukanma (MIA)","1","0.2","0","0","0","0","0","5","22","0","0","2","2.2","1.1","0.0%"
"197","Collin Johnson (CHI)","1","0.2","1","11","11.0","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"198","Cody Thompson (SEA)","1","0.2","1","10","10.0","0","0","0","0","0","0","2","2.0","1.0","0.0%"
"199","Mason Kinsey (TEN)","1","0.2","1","6","6.0","0","0","0","0","0","0","6","1.6","0.3","0.1%"
"200","Colton Dowell (TEN)","2","0.4","1","3","3.0","0","0","0","0","0","0","9","1.3","0.1","0.0%"
"201","Antoine Green (DET)","2","0.4","1","2","2.0","0","0","0","0","0","0","2","1.2","0.6","0.0%"
"201","Kwamie Lassiter II (CIN)","1","0.2","1","2","2.0","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"203","Dee Eskridge (SEA)","1","0.2","0","0","0","0","0","2","5","0","0","4","0.5","0.1","0.0%"
"204","Damiere Byrd (ATL)","2","0.4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Ty Montgomery II (NE)","12","2.3","5","40","8.0","0","0","3","9","0","0","11","0.0","0.0","0.0%"
"204","Phillip Dorsett II (DEN)","3","0.6","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"204","Tre'Quan Smith (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Justin Hardee Sr. (NYJ)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"204","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"204","Devon Allen (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Jalen Virgil (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"204","Irv Charles (NYJ)","1","0.2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","1.2%"
"204","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.0%"
"204","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.6%"
"204","Kearis Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"204","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.1%"
"204","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"204","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"204","Chase Cota (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"204","Isaiah Winstead (SF)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"204","Shedrick Jackson (CIN)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","1.0%"
"204","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"204","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"204","Kirk Merritt (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Amari Rodgers (IND)","2","0.4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"204","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"204","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"204","Juwann Winfree (IND)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"236","James Proche II (CLE)","5","0.9","0","0","0","0","0","0","0","0","1","10","-2.0","-0.2","0.0%"
"237","Trent Taylor (CHI)","2","0.4","0","0","0","0","0","1","-2","0","1","15","-2.2","-0.1","0.0%"
""
""
