"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"57","Pharaoh Brown (NE)","15","3","13","208","16.0","5","1","0","0","0","1","11","37.8","3.4","0.0%"
"58","Elijah Higgins (ARI)","19","3.7","14","163","11.6","3","1","0","0","0","0","11","36.3","3.3","2.5%"
"59","Drew Ogletree (IND)","21","3.9","9","147","16.3","4","2","0","0","0","0","12","35.7","3.0","0.6%"
"60","John Bates (WAS)","28","4.7","19","151","7.9","1","0","0","0","0","0","17","34.1","2.0","0.7%"
"61","Jimmy Graham (NO)","7","1.2","6","39","6.5","0","4","0","0","0","0","6","33.9","5.7","0.1%"
"62","Irv Smith Jr. (CIN)","26","4.4","18","115","6.4","0","1","0","0","0","1","11","33.5","3.0","0.0%"
"63","Stone Smartt (LAC)","21","3.7","11","155","14.1","3","1","0","0","0","0","12","32.5","2.7","1.0%"
"64","Jeremy Ruckert (NYJ)","22","4","16","151","9.4","1","0","0","0","0","0","15","31.1","2.1","0.6%"
"65","Luke Farrell (JAC)","15","2.6","13","155","11.9","2","0","0","0","0","0","10","28.5","2.9","0.6%"
"66","Jordan Akins (CLE)","23","4","15","132","8.8","1","0","0","0","0","0","13","28.2","2.2","1.0%"
"67","Brock Wright (DET)","14","2.6","13","91","7.0","1","1","0","0","0","0","14","28.1","2.0","0.8%"
"68","Luke Schoonmaker (DAL)","15","2.7","8","65","8.1","0","2","0","0","0","0","17","26.5","1.6","1.0%"
"69","MyCole Pruitt (ATL)","12","2.4","9","110","12.2","2","1","0","0","0","0","11","26.0","2.4","1.0%"
"70","Davis Allen (LAR)","11","2","10","95","9.5","1","1","0","0","0","0","15","25.5","1.7","0.6%"
"71","Stephen Sullivan (CAR)","24","4.5","12","125","10.4","1","0","0","0","0","0","11","24.5","2.2","0.0%"
"72","Josh Whyle (TEN)","15","3.1","9","94","10.4","1","1","0","0","0","0","11","24.4","2.2","0.6%"
"73","Lucas Krull (DEN)","14","2.8","8","95","11.9","1","1","0","0","0","0","7","23.5","3.4","1.0%"
"74","Cole Turner (WAS)","15","2.6","11","120","10.9","2","0","0","0","0","0","12","23.0","1.9","1.0%"
"75","Robert Tonyan (CHI)","17","3.4","11","112","10.2","1","0","0","0","0","0","12","22.2","1.9","0.0%"
"76","Charlie Kolar (BAL)","9","1.8","7","87","12.4","0","1","0","0","0","0","14","21.7","1.6","3.6%"
"77","C.J. Uzomah (NYJ)","12","2.3","8","58","7.3","0","1","0","0","0","0","8","19.8","2.5","0.0%"
"78","Geoff Swaim (ARI)","11","2.2","10","94","9.4","1","0","0","0","0","0","9","19.4","2.2","0.0%"
"79","Mitchell Wilcox (CIN)","12","2.2","9","56","6.2","0","0","0","0","0","0","12","14.6","1.2","0.0%"
"80","Brenton Strange (JAC)","9","1.5","5","35","7.0","0","1","0","0","0","0","14","14.5","1.0","53.7%"
"80","Josiah Deguara (GB)","8","1.5","8","65","8.1","0","0","0","0","0","0","9","14.5","1.6","0.0%"
"82","Darnell Washington (PIT)","10","2","7","61","8.7","0","0","0","0","0","0","17","13.1","0.8","13.8%"
"83","Marcedes Lewis (CHI)","5","1","4","29","7.3","0","1","0","0","0","0","6","12.9","2.2","0.0%"
"84","Brycen Hopkins (LAR)","7","1.3","5","78","15.6","2","0","0","0","0","0","5","12.8","2.6","0.0%"
"85","Ben Sims (GB)","6","1.2","4","21","5.3","0","1","0","0","0","0","16","12.1","0.8","0.1%"
"86","Blake Bell (KC)","9","1.6","5","26","5.2","0","1","0","0","0","1","7","11.6","1.7","0.0%"
"87","Payne Durham (TB)","7","1.4","5","58","11.6","1","0","0","0","0","0","13","10.8","0.8","0.6%"
"88","Ian Thomas (CAR)","9","1.8","5","56","11.2","1","0","0","0","0","0","8","10.6","1.3","0.1%"
"88","Quintin Morris (BUF)","3","0.6","2","26","13.0","0","1","0","0","0","0","3","10.6","3.5","1.4%"
"90","Julian Hill (MIA)","9","1.8","6","48","8.0","0","0","0","0","0","1","15","8.8","0.6","0.6%"
"90","Jack Stoll (PHI)","8","1.6","5","38","7.6","0","0","0","0","0","0","7","8.8","1.3","0.1%"
"92","Grant Calcaterra (PHI)","4","0.8","4","39","9.8","0","0","0","0","0","0","14","7.9","0.6","1.0%"
"93","Peyton Hendershot (DAL)","7","1.3","4","38","9.5","1","0","1","0","0","0","8","7.8","1.0","0.0%"
"94","Ko Kieft (TB)","5","0.9","1","2","2.0","0","1","0","0","0","0","16","7.2","0.5","0.0%"
"95","Charlie Woerner (SF)","3","0.6","3","32","10.7","1","0","0","0","0","0","10","6.2","0.6","0.1%"
"95","Nate Adkins (DEN)","5","1","4","22","5.5","0","0","0","0","0","0","10","6.2","0.6","1.0%"
"97","Greg Dulcich (DEN)","4","0.8","3","25","8.3","0","0","0","0","0","0","2","5.5","2.8","15.0%"
"98","Teagan Quitoriano (HOU)","3","0.6","2","33","16.5","1","0","0","0","0","0","3","5.3","1.8","0.0%"
"99","Kenny Yeboah (NYJ)","4","0.7","2","28","14.0","1","0","0","0","0","0","3","4.8","1.6","0.0%"
"99","James Mitchell (DET)","2","0.4","2","28","14.0","1","0","0","0","0","0","2","4.8","2.4","0.0%"
"101","Eric Saubert (HOU)","3","0.6","3","12","4.0","0","0","0","0","0","0","3","4.2","1.4","0.9%"
"102","Chris Manhertz (DEN)","4","0.8","2","16","8.0","0","0","0","0","0","0","7","3.6","0.5","0.1%"
"103","Nick Muse (MIN)","1","0.2","1","22","22.0","1","0","0","0","0","0","1","3.2","3.2","0.0%"
"104","Trevon Wesco (TEN)","3","0.6","1","21","21.0","1","0","0","0","0","0","6","3.1","0.5","0.0%"
"105","Ross Dwelley (SF)","2","0.4","1","12","12.0","0","0","0","0","0","0","12","2.2","0.2","0.0%"
"105","John FitzPatrick (ATL)","1","0.2","1","12","12.0","0","0","0","0","0","0","3","2.2","0.7","0.0%"
"107","Tucker Fisk (ATL)","1","0.2","1","9","9.0","0","0","0","0","0","0","2","1.9","1.0","1.2%"
"108","Cole Fotheringham (LV)","1","0.2","1","6","6.0","0","0","0","0","0","0","1","1.6","1.6","1.2%"
"108","Kevin Rader (TEN)","3","0.6","1","6","6.0","0","0","0","0","0","0","7","1.6","0.2","0.0%"
"110","Jesper Horsted (LV)","1","0.2","1","4","4.0","0","0","0","0","0","0","5","1.4","0.3","0.0%"
"111","Nick Vannett (LAC)","1","0.2","1","3","3.0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"112","Giovanni Ricci (CAR)","1","0.2","1","2","2.0","0","0","0","0","0","0","5","1.2","0.2","0.0%"
"113","David Wells (TB)","2","0.4","2","-10","-5.0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"114","Jordan Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Albert Okwuegbunam Jr. (PHI)","1","0.2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.5%"
"114","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"114","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"114","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Darrell Daniels (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"114","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Lawrence Cager (NYG)","5","1","4","36","9.0","0","1","0","0","0","0","5","0.0","0.0","0.0%"
"114","Sean McKeon (DAL)","2","0.4","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"114","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Tyler Kroft (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Chris Pierce Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Rodney Williams (PIT)","2","0.4","0","0","0","0","0","0","0","0","0","6","0.0","0.0","1.0%"
"114","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.2%"
"114","Derek Parish (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"114","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"114","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"114","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"114","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","4.1%"
"114","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"114","Tre' McKitty (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
