"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"41","Michael Pittman Jr. (IND)","111","22.2","69","808","11.7","12","3","0","0","0","1","16","165.8","10.4","88.8%"
"42","George Pickens (PIT)","103","22.3","59","900","15.3","17","3","2","-6","0","1","14","164.4","11.7","98.9%"
"43","Alec Pierce (IND)","69","13.8","37","824","22.3","13","7","0","0","0","0","16","161.4","10.1","90.7%"
"44","Deebo Samuel Sr. (SF)","81","16.1","51","670","13.1","10","3","42","136","1","1","15","153.6","10.2","37.5%"
"45","Jalen Tolbert (DAL)","79","12.7","49","610","12.4","8","7","0","0","0","0","17","152.0","8.9","7.3%"
"46","Jaylen Waddle (MIA)","83","14.9","58","744","12.8","12","2","4","12","0","0","16","149.6","9.4","96.1%"
"47","DeMario Douglas (NE)","87","17.4","66","621","9.4","8","3","3","16","0","0","17","147.7","8.7","9.5%"
"48","DeAndre Hopkins (KC)","80","14.7","56","610","10.9","6","5","0","0","0","0","16","147.0","9.2","0.7%"
"49","Rome Odunze (CHI)","101","19","54","734","13.6","8","3","3","15","0","1","17","144.9","8.5","93.4%"
"50","Ray-Ray McCloud III (ATL)","87","16.1","62","686","11.1","8","1","10","79","0","2","17","140.5","8.3","0.6%"
"51","Tank Dell (HOU)","81","14.6","51","667","13.1","9","3","9","43","0","0","14","140.0","10.0","28.2%"
"52","Adam Thielen (CAR)","62","12.2","48","615","12.8","9","5","0","0","0","0","10","139.5","14.0","3.5%"
"53","Chris Godwin Jr. (TB)","62","11","50","576","11.5","7","5","1","2","0","0","7","137.8","19.7","88.3%"
"54","Nick Westbrook-Ikhine (TEN)","60","12","32","497","15.5","4","9","0","0","0","0","14","135.7","9.7","1.5%"
"55","Jalen McMillan (TB)","58","10.3","37","461","12.5","8","8","4","43","0","0","13","135.4","10.4","38.1%"
"56","Romeo Doubs (GB)","72","15.5","46","601","13.1","8","4","0","0","0","0","13","132.1","10.2","75.9%"
"57","Marvin Mims Jr. (DEN)","52","9.5","39","503","12.9","7","6","13","42","0","0","17","129.5","7.6","14.6%"
"58","Tre Tucker (LV)","81","13.7","47","539","11.5","6","3","9","44","1","0","17","129.3","7.6","27.3%"
"59","Allen Lazard (NYJ)","60","10.2","37","530","14.3","8","6","0","0","0","0","12","126.0","10.5","0.7%"
"60","Xavier Legette (CAR)","84","16.7","49","497","10.1","7","4","6","24","0","0","16","125.1","7.8","5.3%"
"61","Michael Wilson (ARI)","71","13.6","47","548","11.7","10","4","1","7","0","1","16","124.5","7.8","89.6%"
"62","Demarcus Robinson (LAR)","64","12","31","505","16.3","9","7","0","0","0","0","17","123.5","7.3","1.0%"
"63","Amari Cooper (BUF)","85","14.8","44","547","12.4","8","4","0","0","0","0","13","122.7","9.4","1.1%"
"64","Stefon Diggs (HOU)","64","11.7","47","496","10.6","5","3","3","8","1","0","8","121.9","15.2","51.8%"
"64","Kayshon Boutte (NE)","68","13.6","43","589","13.7","11","3","0","0","0","0","15","121.9","8.1","27.6%"
"66","Tyler Lockett (SEA)","74","13.1","49","600","12.2","7","2","0","0","0","0","17","121.0","7.1","0.7%"
"67","Elijah Moore (CLE)","102","16.1","61","538","8.8","5","1","1","1","0","0","17","120.9","7.1","0.6%"
"68","Andrei Iosivas (CIN)","61","9.7","36","479","13.3","7","6","0","0","0","0","17","119.9","7.1","8.1%"
"69","Calvin Austin III (PIT)","58","12.6","36","548","15.2","10","4","0","0","0","1","17","118.8","7.0","4.7%"
"70","Olamide Zaccheaus (WAS)","64","12.8","45","506","11.2","5","3","1","8","0","1","17","112.4","6.6","4.7%"
"71","Keon Coleman (BUF)","57","11.4","29","556","19.2","12","4","1","9","0","0","13","111.5","8.6","15.4%"
"72","Dontayvion Wicks (GB)","76","16.2","39","415","10.6","4","5","0","0","0","0","17","110.5","6.5","14.3%"
"73","Darius Slayton (NYG)","71","12.9","39","573","14.7","9","2","2","17","0","0","16","110.0","6.9","8.6%"
"74","Joshua Palmer (LAC)","65","13.1","39","584","15.0","10","1","0","0","0","0","15","107.4","7.2","1.6%"
"75","Devaughn Vele (DEN)","55","9.8","41","475","11.6","7","3","0","0","0","0","13","106.5","8.2","13.5%"
"76","Christian Watson (GB)","53","11.4","29","620","21.4","12","2","4","23","0","1","15","105.3","7.0","91.8%"
"77","KaVontae Turpin (DAL)","52","8.3","31","420","13.5","6","2","16","92","0","1","17","104.2","6.1","6.5%"
"78","Jalen Nailor (MIN)","42","8.4","28","414","14.8","8","6","3","-4","0","1","17","103.0","6.1","30.2%"
"79","Tutu Atwell (LAR)","62","11.7","42","562","13.4","10","0","2","7","0","0","17","98.9","5.8","2.5%"
"80","Mack Hollins (BUF)","50","10","31","378","12.2","4","5","0","0","0","0","17","98.8","5.8","6.8%"
"81","Parker Washington (JAC)","51","9.8","32","390","12.2","6","3","0","0","0","0","17","97.0","5.7","88.4%"
"82","Ricky Pearsall (SF)","46","9.1","31","400","12.9","5","3","3","45","0","0","11","93.5","8.5","85.9%"
"83","Jalen Coker (CAR)","46","9.2","32","478","14.9","6","2","0","0","0","0","11","92.6","8.4","52.1%"
"84","Tim Patrick (DET)","44","8.6","33","394","11.9","6","3","0","0","0","0","16","92.4","5.8","1.0%"
"85","Greg Dortch (ARI)","50","9.8","37","342","9.2","2","3","5","31","0","1","17","90.3","5.3","1.5%"
"86","Diontae Johnson (HOU)","67","13","33","375","11.4","5","3","2","6","0","0","11","89.1","8.1","1.0%"
"87","Noah Brown (WAS)","56","11.2","35","453","12.9","4","1","0","0","0","0","11","86.3","7.8","0.7%"
"88","David Moore (CAR)","57","11.3","32","351","11.0","2","3","1","0","0","0","17","85.1","5.0","0.8%"
"89","Marquez Valdes-Scantling (NO)","44","8.7","19","411","21.6","8","4","1","4","0","0","13","84.5","6.5","0.7%"
"90","Cedric Tillman (CLE)","49","7.7","29","339","11.7","6","3","1","-5","0","1","11","80.4","7.3","2.2%"
"91","Sterling Shepard (TB)","51","9.1","32","334","10.4","4","1","8","69","0","0","14","80.3","5.7","1.0%"
"92","Rashid Shaheed (NO)","41","8","20","349","17.5","5","3","6","29","0","1","6","79.8","13.3","46.8%"
"93","Tyler Boyd (TEN)","57","11.4","39","390","10.0","4","0","1","3","0","0","15","78.3","5.2","1.2%"
"94","Chris Olave (NO)","44","8.6","32","400","12.5","4","1","1","7","0","1","8","76.7","9.6","98.0%"
"95","Christian Kirk (JAC)","47","9.1","27","379","14.0","7","1","0","0","0","0","8","70.9","8.9","17.0%"
"96","Brandin Cooks (DAL)","54","8.7","26","259","10.0","3","3","3","-3","0","0","10","69.6","7.0","0.7%"
"97","Dyami Brown (WAS)","40","8","30","308","10.3","5","1","3","26","0","1","15","67.4","4.5","1.3%"
"98","Troy Franklin (DEN)","53","9.6","28","263","9.4","5","2","2","8","0","0","16","67.1","4.2","20.9%"
"99","Kendrick Bourne (NE)","38","7.6","28","305","10.9","2","1","1","6","0","0","12","65.1","5.4","3.6%"
"100","Rashee Rice (KC)","29","5.2","24","288","12.0","3","2","1","1","0","0","4","64.9","16.2","98.0%"
"101","Lil'Jordan Humphrey (DEN)","45","8.2","31","293","9.5","5","1","0","0","0","1","14","64.3","4.6","1.1%"
"102","Curtis Samuel (BUF)","46","9.2","31","253","8.2","2","1","5","14","0","0","14","63.7","4.6","1.1%"
"103","Van Jefferson (PIT)","40","8.8","24","276","11.5","4","2","0","0","0","0","15","63.6","4.2","1.0%"
"104","Justin Watson (KC)","32","5.9","22","289","13.1","2","2","0","0","0","0","16","62.9","3.9","1.0%"
"105","Brandon Aiyuk (SF)","47","9.2","25","374","15.0","5","0","0","0","0","0","7","62.4","8.9","36.2%"
"106","Tyler Johnson (LAR)","41","7.6","26","291","11.2","4","1","0","0","0","0","11","61.1","5.6","1.1%"
"107","Mike Williams (PIT)","34","6.3","21","298","14.2","6","1","0","0","0","0","14","56.8","4.1","1.2%"
"108","Kalif Raymond (DET)","22","4.4","17","215","12.6","3","2","2","0","0","0","12","56.5","4.7","1.2%"
"109","John Metchie III (HOU)","37","6.7","24","254","10.6","3","1","0","0","0","0","13","55.4","4.3","2.5%"
"110","Malik Washington (MIA)","36","6.5","26","223","8.6","2","0","5","25","1","1","14","54.8","3.9","21.6%"
"111","Gabe Davis (JAC)","42","8.1","20","239","12.0","6","2","0","0","0","1","10","53.9","5.4","0.6%"
"112","Adonai Mitchell (IND)","55","11","23","312","13.6","4","0","4","6","0","1","17","53.8","3.2","22.1%"
"113","JuJu Smith-Schuster (KC)","26","4.8","18","231","12.8","3","2","0","0","0","0","14","53.1","3.8","0.8%"
"114","Jordan Whittington (LAR)","28","5.2","22","293","13.3","4","0","2","12","0","0","15","52.5","3.5","0.9%"
"115","Cedrick Wilson Jr. (NO)","27","5.4","20","211","10.6","1","1","0","0","0","1","15","49.9","3.3","1.1%"
"116","Nelson Agholor (BAL)","29","6.3","14","231","16.5","5","2","0","0","0","0","13","49.1","3.8","1.0%"
"117","DJ Turner (LV)","29","5.1","16","158","9.9","2","1","5","33","1","0","13","47.1","3.6","1.0%"
"118","Jahan Dotson (PHI)","33","7.6","19","216","11.4","2","0","1","13","0","0","17","41.9","2.5","5.7%"
"119","Derius Davis (LAC)","17","3.4","13","112","8.6","1","2","12","39","0","0","15","40.1","2.7","0.6%"
"120","Josh Reynolds (JAC)","24","4.6","13","194","14.9","4","1","0","0","0","0","8","38.4","4.8","1.1%"
"121","Robert Woods (HOU)","30","5.5","20","203","10.2","2","0","0","0","0","1","14","38.3","2.7","1.2%"
"122","Ryan Miller (TB)","20","3.6","12","128","10.7","2","2","0","0","0","0","11","36.8","3.3","1.0%"
"123","Tylan Wallace (BAL)","12","2.5","11","193","17.5","2","1","0","0","0","0","17","36.3","2.1","0.6%"
"124","Jalen Brooks (DAL)","30","5.1","12","177","14.8","2","1","0","0","0","0","14","35.7","2.6","0.6%"
"125","Trey Palmer (TB)","22","4","12","172","14.3","2","1","0","0","0","0","15","35.2","2.3","2.3%"
"126","Luke McCaffrey (WAS)","24","4.8","18","168","9.3","2","0","0","0","0","0","17","34.8","2.0","2.3%"
"127","Mecole Hardman Jr. (KC)","14","2.5","12","90","7.5","0","0","5","62","1","0","12","33.2","2.8","0.6%"
"128","Ja'Lynn Polk (NE)","33","6.6","12","87","7.3","1","2","1","0","0","0","15","32.7","2.2","1.0%"
"129","Jonathan Mingo (DAL)","42","7.7","17","167","9.8","2","0","2","5","0","1","16","32.2","2.0","0.6%"
"130","KhaDarel Hodge (ATL)","12","2.3","7","131","18.7","3","1","0","0","0","0","16","32.1","2.0","1.2%"
"131","Dante Pettis (NO)","28","5.6","12","120","10.0","1","1","0","0","0","0","8","32.0","4.0","1.0%"
"132","Malik Heath (GB)","13","2.7","10","97","9.7","1","2","0","0","0","0","12","31.7","2.6","1.0%"
"133","Jake Bobo (SEA)","17","3.2","13","107","8.2","0","1","0","0","0","0","17","29.7","1.7","0.6%"
"134","Kevin Austin Jr. (NO)","22","4.4","11","151","13.7","2","0","1","9","0","0","8","27.0","3.4","1.8%"
"135","Bub Means (NO)","15","2.9","9","118","13.1","1","1","0","0","0","0","7","26.8","3.8","0.6%"
"136","Jamison Crowder (WAS)","13","2.6","9","72","8.0","0","2","0","0","0","1","5","26.2","5.2","1.0%"
"137","Mason Tipton (NO)","26","5.1","14","99","7.1","0","0","0","0","0","0","11","23.9","2.2","0.7%"
"138","Xavier Hutchinson (HOU)","26","4.8","12","117","9.8","0","0","0","0","0","0","16","23.7","1.5","2.1%"
"139","Bo Melton (GB)","17","3.5","8","91","11.4","1","0","8","54","0","0","17","22.5","1.3","0.6%"
"140","Trent Sherfield Sr. (MIN)","10","2","8","83","10.4","0","1","0","0","0","0","15","22.3","1.5","0.0%"
"141","Rakim Jarrett (TB)","11","2","9","124","13.8","2","0","0","0","0","0","10","21.4","2.1","3.7%"
"142","Ashton Dulin (IND)","8","1.6","2","67","33.5","1","1","5","45","0","0","15","19.2","1.3","0.1%"
"142","Devin Duvernay (JAC)","16","3.2","11","79","7.2","1","0","4","3","0","0","13","19.2","1.5","0.6%"
"144","K.J. Osborn (WAS)","18","3.6","7","57","8.1","1","1","0","0","0","0","7","18.7","2.7","1.4%"
"145","Ryan Flournoy (DAL)","14","2.3","10","102","10.2","1","0","0","0","0","1","11","18.2","1.7","19.7%"
"146","Hollywood Brown (KC)","15","2.6","9","91","10.1","1","0","0","0","0","0","2","18.1","9.1","9.4%"
"147","Ainias Smith (PHI)","9","2.1","7","41","5.9","0","1","2","6","0","0","7","17.7","2.5","1.0%"
"148","Simi Fehoko (LAC)","16","3.2","6","106","17.7","2","0","0","0","0","0","6","16.6","2.8","1.0%"
"149","Zay Jones (ARI)","11","2.2","8","84","10.5","1","0","0","0","0","0","11","16.4","1.5","1.0%"
"150","Bryce Oliver (TEN)","9","1.8","6","95","15.8","1","0","0","0","0","0","10","15.5","1.6","0.0%"
"151","Parris Campbell (PHI)","8","1.9","6","30","5.0","0","1","0","0","0","0","4","15.0","3.8","0.1%"
"152","Johnny Wilson (PHI)","15","3.4","5","38","7.6","0","1","0","0","0","0","16","14.8","0.9","0.6%"
"153","Jalen Reagor (LAC)","12","2.4","7","100","14.3","2","0","3","-3","0","1","8","14.7","1.8","0.0%"
"153","Jermaine Burton (CIN)","14","2.2","4","107","26.8","2","0","0","0","0","0","14","14.7","1.1","0.6%"
"155","Odell Beckham Jr. (MIA)","18","3.3","9","55","6.1","0","0","0","0","0","0","8","14.5","1.8","3.0%"
"156","Xavier Gipson (NYJ)","10","1.8","6","39","6.5","0","1","1","5","0","1","17","14.4","0.8","1.1%"
"157","DeAndre Carter (CHI)","14","2.7","9","72","8.0","0","0","0","0","0","1","13","14.2","1.1","0.0%"
"157","Jalin Hyatt (NYG)","19","3.6","8","62","7.8","0","0","0","0","0","0","16","14.2","0.9","3.7%"
"159","Brandon Powell (MIN)","10","2","7","71","10.1","0","0","0","0","0","0","17","14.1","0.8","1.4%"
"160","Tyrell Shavers (BUF)","1","0.2","1","69","69.0","1","1","0","0","0","0","3","13.9","4.6","0.7%"
"161","Chris Conley (SF)","12","2.4","6","76","12.7","2","0","0","0","0","0","9","13.6","1.5","0.0%"
"161","River Cracraft (MIA)","9","1.6","7","66","9.4","0","0","0","0","0","0","5","13.6","2.7","0.0%"
"163","Michael Woods II (CLE)","17","2.8","7","65","9.3","0","0","0","0","0","0","5","13.5","2.7","1.0%"
"164","DJ Chark Jr. (LAC)","10","2","4","31","7.8","0","1","0","0","0","0","4","13.1","3.3","1.3%"
"165","Ben Skowronek (PIT)","5","1","5","69","13.8","1","0","0","0","0","0","10","11.9","1.2","0.1%"
"165","Scotty Miller (PIT)","9","1.9","5","69","13.8","2","0","0","0","0","0","13","11.9","0.9","0.1%"
"165","Tay Martin (TEN)","2","0.4","1","49","49.0","1","1","0","0","0","0","1","11.9","11.9","1.0%"
"168","Laviska Shenault Jr. (SEA)","5","1","5","36","7.2","0","0","1","1","0","2","10","10.7","1.1","0.0%"
"168","Jacob Cowing (SF)","6","1.2","4","80","20.0","1","0","1","7","0","1","15","10.7","0.7","0.6%"
"170","Britain Covey (PHI)","8","1.8","7","34","4.9","0","0","0","0","0","0","5","10.4","2.1","0.6%"
"171","Kristian Wilkerson (LV)","3","0.5","2","18","9.0","0","1","0","0","0","0","1","9.8","9.8","1.0%"
"172","Devontez Walker (BAL)","3","0.6","1","21","21.0","1","1","0","0","0","0","7","9.1","1.3","1.1%"
"173","Tyquan Thornton (NE)","8","1.6","4","47","11.8","0","0","0","0","0","0","4","8.7","2.2","6.3%"
"174","Treylon Burks (TEN)","8","1.6","4","34","8.5","0","0","2","1","0","0","5","7.5","1.5","2.8%"
"175","Dee Eskridge (MIA)","3","0.6","3","44","14.7","1","0","0","0","0","0","6","7.4","1.2","0.0%"
"176","Terrace Marshall Jr. (LV)","6","1.1","3","41","13.7","1","0","0","0","0","0","5","7.1","1.4","0.6%"
"176","Tim Jones (JAC)","5","1","3","41","13.7","1","0","0","0","0","0","8","7.1","0.9","0.0%"
"178","Nikko Remigio (KC)","6","1.1","2","48","24.0","2","0","0","0","0","0","5","6.8","1.4","0.6%"
"179","Dan Chisena (CAR)","4","0.8","3","37","12.3","1","0","0","0","0","0","6","6.7","1.1","0.0%"
"179","Deven Thompkins (CAR)","4","0.8","4","20","5.0","0","0","2","7","0","0","5","6.7","1.3","1.0%"
"181","Cody White (SEA)","3","0.5","2","44","22.0","1","0","0","0","0","0","4","6.4","1.6","0.1%"
"182","Xavier Smith (LAR)","2","0.4","2","6","3.0","0","0","4","36","0","0","15","6.2","0.4","0.6%"
"183","Alex Bachman (LV)","3","0.5","3","31","10.3","0","0","0","0","0","0","5","6.1","1.2","0.0%"
"184","Allen Robinson II (DET)","7","1.4","3","30","10.0","1","0","0","0","0","0","6","6.0","1.0","1.4%"
"184","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","15","6.0","0.4","1.0%"
"186","David Bell (CLE)","3","0.5","3","27","9.0","0","0","0","0","0","0","1","5.7","5.7","0.0%"
"187","Charlie Jones (CIN)","1","0.2","1","5","5.0","0","0","0","0","0","1","8","5.5","0.7","0.6%"
"188","Jamari Thrash (CLE)","7","1.3","3","22","7.3","0","0","0","0","0","0","9","5.2","0.6","0.6%"
"188","Malachi Corley (NYJ)","6","1","3","16","5.3","0","0","2","26","0","1","7","5.2","0.7","0.6%"
"190","Trenton Irwin (CIN)","10","1.7","3","15","5.0","0","0","0","0","0","0","6","4.5","0.8","0.0%"
"191","Ronnie Bell (SF)","6","1.2","2","22","11.0","0","0","0","0","0","0","4","4.2","1.1","0.0%"
"192","Austin Trammell (JAC)","3","0.6","2","40","20.0","1","0","0","0","0","1","1","4.0","4.0","0.0%"
"193","Mason Kinsey (TEN)","2","0.4","2","17","8.5","0","0","0","0","0","0","6","3.7","0.6","0.1%"
"194","Anthony Gould (IND)","1","0.2","1","23","23.0","1","0","0","0","0","0","8","3.3","0.4","0.6%"
"195","Isaiah Hodgins (NYG)","2","0.4","2","12","6.0","0","0","0","0","0","0","2","3.2","1.6","0.1%"
"196","James Proche II (CLE)","3","0.5","3","21","7.0","0","0","0","0","0","1","9","3.1","0.3","0.0%"
"196","Grant DuBose (MIA)","4","0.7","2","11","5.5","0","0","0","0","0","0","2","3.1","1.6","0.0%"
"198","Chris Blair (ATL)","2","0.4","1","17","17.0","0","0","0","0","0","0","3","2.7","0.9","0.1%"
"199","Anthony Miller (BAL)","1","0.2","1","16","16.0","0","0","0","0","0","0","2","2.6","1.3","0.0%"
"199","Isaiah Williams (CIN)","3","0.6","2","6","3.0","0","0","0","0","0","0","8","2.6","0.3","1.4%"
"201","Casey Washington (ATL)","2","0.4","1","14","14.0","0","0","0","0","0","0","2","2.4","1.2","0.0%"
"202","Javon Baker (NE)","4","0.8","1","12","12.0","0","0","0","0","0","0","10","2.2","0.2","1.0%"
"203","Trent Taylor (SF)","1","0.2","1","11","11.0","0","0","0","0","0","0","2","2.1","1.1","0.0%"
"204","Brandon Johnson (PIT)","1","0.2","1","9","9.0","0","0","0","0","0","0","3","1.9","0.6","1.1%"
"204","Kendric Pryor (CIN)","1","0.2","1","9","9.0","0","0","0","0","0","0","2","1.9","1.0","1.2%"
"206","Ramel Keyton (LV)","3","0.5","1","7","7.0","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"207","Jaelon Darden (SEA)","1","0.2","1","6","6.0","0","0","0","0","0","0","11","1.6","0.1","0.0%"
"207","John Ross (PHI)","2","0.5","1","6","6.0","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"207","Collin Johnson (CHI)","2","0.4","1","6","6.0","0","0","0","0","0","0","6","1.6","0.3","0.0%"
"210","Tyler Scott (CHI)","1","0.2","1","5","5.0","0","0","0","0","0","0","11","1.5","0.1","3.1%"
"210","Robbie Chosen (MIA)","4","0.7","1","5","5.0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"212","Kameron Johnson (TB)","1","0.2","0","0","0","0","0","2","11","0","0","5","1.1","0.2","0.1%"
"213","Velus Jones Jr. (CAR)","1","0.2","1","8","8.0","0","0","3","11","0","1","2","0.9","0.5","0.9%"
"214","Brycen Tremayne (WAS)","1","0.2","1","-2","-2.0","0","0","0","0","0","0","2","0.8","0.4","0.1%"
"215","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"215","Alex Erickson (NE)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"215","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Justin Hardee Sr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.0%"
"215","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"215","Braxton Berrios (MIA)","4","0.8","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.6%"
"215","Equanimeous St. Brown (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Jordan Matthews (CAR)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","2.9%"
"215","Jalen Virgil (BUF)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"215","Irv Charles (NYJ)","1","0.2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","1.2%"
"215","Tyreik McAllister (LV)","0","0","0","0","0","0","0","2","11","0","0","2","0.0","0.0","1.0%"
"215","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"215","Dareke Young (SEA)","1","0.2","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.6%"
"215","Kaden Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"215","Xavier Weaver (ARI)","2","0.4","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"215","Skyy Moore (KC)","3","0.6","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.9%"
"215","Erik Ezukanma (MIA)","2","0.4","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","1.1%"
"215","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"215","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
